County,State,2010,2011,2012,2013,2014,2015,2016
Androscoggin,Maine,"107,708","107,439","107,486","107,223","107,358","107,124","107,296"
Aroostook,Maine,"71,699","71,388","70,767","70,064","69,520","68,818","68,243"
Cumberland,Maine,"281,474","282,709","283,645","285,537","288,086","289,488","291,191"
Franklin,Maine,"30,719","30,741","30,650","30,477","30,201","30,017","29,982"
Hancock,Maine,"54,350","54,525","54,478","54,566","54,477","54,237","54,509"
Kennebec,Maine,"122,076","121,792","121,591","121,139","121,233","121,010","121,497"
Knox,Maine,"39,730","39,672","39,611","39,691","39,891","39,786","39,761"
Lincoln,Maine,"34,385","34,269","34,152","34,087","34,047","33,784","33,974"
Oxford,Maine,"57,779","57,763","57,473","57,397","57,323","57,164","57,322"
Penobscot,Maine,"153,861","153,759","153,347","153,222","153,201","151,929","151,333"
Piscataquis,Maine,"17,550","17,362","17,265","17,173","17,038","16,937","16,910"
Sagadahoc,Maine,"35,228","35,121","35,115","35,021","35,076","35,120","35,156"
Somerset,Maine,"52,216","51,930","51,806","51,698","51,235","50,729","50,546"
Waldo,Maine,"38,818","38,857","38,928","39,025","39,035","39,120","39,429"
Washington,Maine,"32,827","32,717","32,543","32,260","31,965","31,776","31,603"
York,Maine,"197,209","198,240","198,872","199,429","200,827","201,223","202,565"
Allegany,Maryland,"74,965","74,572","73,947","73,576","73,020","72,462","72,053"
Anne Arundel,Maryland,"539,284","544,803","550,333","555,417","559,142","563,027","567,254"
Baltimore,Maryland,"806,656","812,961","818,113","822,274","824,994","827,533","828,682"
Calvert,Maryland,"88,988","89,327","89,720","90,444","90,540","90,477","91,052"
Caroline,Maryland,"33,052","32,887","32,629","32,642","32,532","32,595","32,840"
Carroll,Maryland,"167,213","167,037","167,049","167,217","167,327","167,132","167,100"
Cecil,Maryland,"101,165","101,567","101,753","101,887","102,195","102,382","102,487"
Charles,Maryland,"147,159","149,200","150,668","152,645","154,359","155,665","157,292"
Dorchester,Maryland,"32,688","32,699","32,476","32,555","32,492","32,419","32,276"
Frederick,Maryland,"234,218","237,284","239,645","241,129","243,381","245,001","246,999"
Garrett,Maryland,"30,141","30,151","29,967","29,965","29,648","29,426","29,358"
Harford,Maryland,"245,237","246,729","248,566","248,890","249,314","249,558","250,370"
Howard,Maryland,"288,627","293,583","299,184","303,527","306,909","311,297","315,416"
Kent,Maryland,"20,213","20,250","19,976","19,816","19,777","19,715","19,666"
Montgomery,Maryland,"975,602","991,185","1,005,079","1,015,172","1,024,617","1,032,814","1,038,846"
Prince George's,Maryland,"866,419","874,389","882,490","890,658","899,686","906,197","908,501"
Queen Anne's,Maryland,"47,806","48,262","48,497","48,517","48,782","48,984","49,063"
St,Mary's County,"105,761","107,566","108,800","109,224","109,913","110,985","111,750"
Somerset,Maryland,"26,464","26,261","26,039","25,959","25,571","25,687","25,839"
Talbot,Maryland,"37,879","37,947","37,986","37,896","37,517","37,413","37,135"
Washington,Maryland,"147,721","148,776","149,037","148,986","149,048","149,068","149,602"
Wicomico,Maryland,"98,972","100,066","100,562","100,850","101,360","101,747","102,041"
Worcester,Maryland,"51,500","51,507","51,581","51,551","51,572","51,456","51,475"
Baltimore city,Maryland,"620,915","620,410","622,895","622,391","623,587","622,522","616,226"
Barnstable,Massachusetts,"215,899","215,356","214,788","214,518","214,289","213,877","213,559"
Berkshire,Massachusetts,"131,317","130,547","130,284","129,488","128,856","127,858","127,067"
Bristol,Massachusetts,"549,166","549,308","551,120","552,379","555,090","556,863","558,070"
Dukes,Massachusetts,"16,572","16,697","16,829","17,159","17,297","17,274","17,315"
Essex,Massachusetts,"745,461","751,507","757,338","764,563","771,653","776,865","779,847"
Franklin,Massachusetts,"71,369","71,692","71,687","71,361","71,298","70,866","70,622"
Hampden,Massachusetts,"464,237","466,171","466,955","467,747","469,455","469,113","467,778"
Hampshire,Massachusetts,"159,329","160,154","160,419","160,856","160,918","160,709","161,404"
Middlesex,Massachusetts,"1,507,681","1,524,848","1,542,867","1,560,204","1,574,993","1,585,432","1,594,664"
Nantucket,Massachusetts,"10,168","10,133","10,313","10,569","10,839","10,940","11,100"
Norfolk,Massachusetts,"673,019","677,782","682,865","688,345","692,239","694,502","697,079"
Plymouth,Massachusetts,"495,926","498,184","499,495","502,792","506,513","509,221","512,207"
Suffolk,Massachusetts,"725,772","737,141","751,103","762,488","773,630","782,591","792,576"
Worcester,Massachusetts,"800,391","804,063","806,942","810,846","815,526","818,117","820,320"
Alcona,Michigan,"10,879","10,743","10,573","10,554","10,450","10,330","10,360"
Alger,Michigan,"9,580","9,516","9,451","9,438","9,362","9,255","9,129"
Allegan,Michigan,"111,523","111,163","111,499","112,009","113,349","114,112","114,979"
Alpena,Michigan,"29,510","29,340","29,166","28,957","28,882","28,722","28,663"
Antrim,Michigan,"23,491","23,320","23,245","23,123","23,147","23,035","23,079"
Arenac,Michigan,"15,852","15,634","15,502","15,413","15,319","15,307","15,138"
Baraga,Michigan,"8,861","8,836","8,726","8,718","8,650","8,585","8,546"
Barry,Michigan,"59,095","58,923","59,023","59,090","59,295","59,426","59,810"
Bay,Michigan,"107,679","107,417","106,967","106,794","106,046","105,237","104,411"
Benzie,Michigan,"17,505","17,389","17,328","17,348","17,473","17,390","17,534"
Berrien,Michigan,"156,737","156,885","156,621","156,129","155,977","155,022","154,325"
Branch,Michigan,"45,174","43,923","43,792","43,587","43,733","43,639","43,466"
Calhoun,Michigan,"135,951","135,105","134,737","134,751","134,804","134,327","134,344"
Cass,Michigan,"52,247","52,204","51,804","51,585","51,562","51,342","51,282"
Charlevoix,Michigan,"25,935","26,104","26,190","26,252","26,213","26,210","26,190"
Cheboygan,Michigan,"26,062","25,886","25,743","25,573","25,638","25,399","25,455"
Chippewa,Michigan,"38,616","38,890","38,993","38,569","38,254","37,973","37,683"
Clare,Michigan,"31,006","31,001","30,796","30,600","30,730","30,616","30,387"
Clinton,Michigan,"75,403","75,899","76,166","76,809","76,954","77,009","77,617"
Crawford,Michigan,"14,055","14,039","13,951","13,877","13,739","13,853","13,768"
Delta,Michigan,"37,047","36,943","36,836","36,799","36,580","36,415","36,196"
Dickinson,Michigan,"26,158","26,068","26,172","26,015","25,898","25,661","25,499"
Eaton,Michigan,"107,746","107,921","107,996","108,264","108,639","108,661","109,183"
Emmet,Michigan,"32,650","32,743","32,806","32,946","32,973","32,924","32,875"
Genesee,Michigan,"424,953","422,026","418,193","415,639","412,859","410,461","408,926"
Gladwin,Michigan,"25,735","25,876","25,546","25,565","25,501","25,227","25,154"
Gogebic,Michigan,"16,396","16,114","16,041","15,908","15,757","15,536","15,340"
Grand Traverse,Michigan,"86,971","88,341","89,203","90,099","90,849","91,541","91,957"
Gratiot,Michigan,"42,432","42,119","41,973","41,931","41,467","41,331","40,955"
Hillsdale,Michigan,"46,648","46,599","46,267","46,131","45,930","45,883","45,773"
Houghton,Michigan,"36,730","36,780","36,746","36,676","36,469","36,228","36,299"
Huron,Michigan,"33,083","32,766","32,453","32,256","32,038","31,763","31,486"
Ingham,Michigan,"281,116","282,787","283,514","284,113","285,627","287,096","289,804"
Ionia,Michigan,"63,842","63,860","63,888","63,991","64,232","64,056","64,187"
Iosco,Michigan,"25,839","25,598","25,453","25,427","25,431","25,343","25,284"
Iron,Michigan,"11,810","11,764","11,565","11,500","11,344","11,320","11,167"
Isabella,Michigan,"70,294","70,615","70,666","70,224","70,094","70,767","71,263"
Jackson,Michigan,"160,109","159,658","159,962","159,628","159,421","159,264","158,277"
Kalamazoo,Michigan,"250,751","252,600","255,353","257,311","258,951","259,676","261,304"
Kalkaska,Michigan,"17,146","17,173","17,101","17,290","17,370","17,248","17,263"
Kent,Michigan,"602,975","608,501","615,798","624,303","631,334","637,164","643,858"
Keweenaw,Michigan,"2,169","2,179","2,167","2,142","2,174","2,123","2,139"
Lake,Michigan,"11,515","11,459","11,464","11,396","11,402","11,697","11,853"
Lapeer,Michigan,"88,210","88,094","88,195","88,291","88,194","88,368","88,171"
Leelanau,Michigan,"21,719","21,428","21,379","21,478","21,596","21,633","21,507"
Lenawee,Michigan,"99,640","99,355","99,021","98,822","98,740","98,391","98,496"
Livingston,Michigan,"181,069","182,043","182,783","184,205","185,527","187,171","188,547"
Luce,Michigan,"6,601","6,522","6,479","6,503","6,414","6,430","6,335"
Mackinac,Michigan,"11,108","11,017","11,071","11,007","10,997","10,821","10,724"
Macomb,Michigan,"841,352","844,146","849,734","857,110","862,876","864,960","868,534"
Manistee,Michigan,"24,588","24,774","24,675","24,481","24,413","24,457","24,424"
Marquette,Michigan,"67,078","67,455","67,826","67,773","67,771","67,326","66,532"
Mason,Michigan,"28,717","28,643","28,660","28,668","28,732","28,738","28,810"
Mecosta,Michigan,"42,853","43,455","43,497","43,260","43,200","43,005","43,141"
Menominee,Michigan,"23,968","23,868","23,731","23,725","23,520","23,476","23,208"
Midland,Michigan,"83,651","83,805","83,721","83,651","83,492","83,662","83,422"
Missaukee,Michigan,"14,816","14,902","15,006","15,058","14,978","14,882","15,018"
Monroe,Michigan,"151,936","151,496","150,804","150,139","149,847","149,353","149,159"
Montcalm,Michigan,"63,315","63,266","63,096","62,794","62,804","62,763","62,953"
Montmorency,Michigan,"9,777","9,624","9,513","9,378","9,321","9,287","9,203"
Muskegon,Michigan,"171,913","170,026","170,159","172,273","172,254","172,447","173,227"
Newaygo,Michigan,"48,373","48,319","47,879","47,869","47,781","47,882","47,811"
Oakland,Michigan,"1,203,106","1,212,643","1,223,598","1,235,468","1,242,853","1,244,602","1,251,027"
Oceana,Michigan,"26,503","26,455","26,306","26,298","26,349","26,323","26,311"
Ogemaw,Michigan,"21,605","21,489","21,358","21,160","20,957","20,877","20,850"
Ontonagon,Michigan,"6,776","6,628","6,413","6,321","6,192","6,037","5,939"
Osceola,Michigan,"23,502","23,471","23,323","23,322","23,216","23,177","23,170"
Oscoda,Michigan,"8,601","8,614","8,574","8,369","8,312","8,277","8,259"
Otsego,Michigan,"24,151","24,115","24,042","24,078","24,110","24,203","24,408"
Ottawa,Michigan,"264,130","266,929","270,873","274,385","277,864","280,859","283,712"
Presque Isle,Michigan,"13,317","13,152","13,084","13,010","12,962","12,801","12,735"
Roscommon,Michigan,"24,442","24,325","24,185","24,023","24,025","23,912","23,779"
Saginaw,Michigan,"199,862","198,899","198,363","196,794","195,248","193,305","192,507"
St,Clair County,"162,690","161,581","160,625","160,288","160,065","159,700","159,369"
St,Joseph County,"61,288","61,068","60,992","60,989","61,015","60,804","60,790"
Sanilac,Michigan,"43,087","42,705","42,306","41,901","41,661","41,464","41,405"
Schoolcraft,Michigan,"8,472","8,477","8,350","8,263","8,137","8,121","7,967"
Shiawassee,Michigan,"70,634","69,998","69,329","68,903","68,808","68,505","68,542"
Tuscola,Michigan,"55,698","55,400","54,708","54,216","53,923","53,726","53,276"
Van Buren,Michigan,"76,149","75,936","75,298","75,318","75,226","75,060","75,267"
Washtenaw,Michigan,"345,717","349,753","352,303","356,040","360,021","362,975","366,135"
Wayne,Michigan,"1,815,081","1,803,189","1,795,929","1,780,225","1,771,679","1,764,872","1,760,612"
Wexford,Michigan,"32,739","32,640","32,521","32,479","32,851","32,889","33,081"
Aitkin,Minnesota,"16,210","16,170","16,036","15,872","15,849","15,852","15,754"
Anoka,Minnesota,"331,437","332,903","336,091","339,075","341,871","344,176","346,526"
Becker,Minnesota,"32,551","32,764","32,990","33,181","33,257","33,445","33,718"
Beltrami,Minnesota,"44,572","45,052","45,147","45,487","45,636","45,605","46,008"
Benton,Minnesota,"38,462","38,731","38,671","38,975","39,137","39,422","39,687"
Big Stone,Minnesota,"5,273","5,206","5,134","5,069","5,087","4,993","5,002"
Blue Earth,Minnesota,"64,086","64,359","64,974","64,737","65,300","65,673","66,355"
Brown,Minnesota,"25,843","25,658","25,412","25,267","25,272","25,240","25,272"
Carlton,Minnesota,"35,416","35,445","35,272","35,275","35,365","35,409","35,555"
Carver,Minnesota,"91,401","92,817","93,863","95,610","97,356","98,630","100,374"
Cass,Minnesota,"28,652","28,384","28,409","28,485","28,556","28,698","29,030"
Chippewa,Minnesota,"12,445","12,315","12,119","12,071","12,052","12,084","12,036"
Chisago,Minnesota,"53,904","53,760","53,465","53,660","53,798","54,129","54,638"
Clay,Minnesota,"59,147","59,921","60,194","60,523","61,238","62,169","63,055"
Clearwater,Minnesota,"8,705","8,721","8,677","8,783","8,791","8,797","8,831"
Cook,Minnesota,"5,161","5,209","5,180","5,186","5,244","5,245","5,338"
Cottonwood,Minnesota,"11,715","11,713","11,574","11,554","11,507","11,422","11,367"
Crow Wing,Minnesota,"62,609","62,677","62,810","62,998","63,104","63,229","63,729"
Dakota,Minnesota,"399,211","401,771","404,613","407,895","411,725","414,131","417,555"
Dodge,Minnesota,"20,154","20,200","20,267","20,334","20,384","20,410","20,540"
Douglas,Minnesota,"35,989","36,181","36,292","36,349","36,576","36,790","37,154"
Faribault,Minnesota,"14,480","14,461","14,176","14,099","14,105","13,981","13,867"
Fillmore,Minnesota,"20,862","20,834","20,831","20,751","20,771","20,739","20,916"
Freeborn,Minnesota,"31,204","31,069","31,026","30,923","30,742","30,522","30,449"
Goodhue,Minnesota,"46,210","46,099","46,140","46,106","46,016","46,060","46,226"
Grant,Minnesota,"6,002","5,993","5,928","5,956","5,923","5,867","5,930"
Hennepin,Minnesota,"1,154,188","1,169,347","1,184,200","1,198,069","1,211,080","1,222,200","1,235,371"
Houston,Minnesota,"19,025","18,876","18,764","18,774","18,700","18,686","18,703"
Hubbard,Minnesota,"20,427","20,516","20,454","20,697","20,634","20,646","20,701"
Isanti,Minnesota,"37,857","38,200","38,149","38,064","38,273","38,281","38,778"
Itasca,Minnesota,"45,037","45,105","45,152","45,335","45,328","45,267","45,168"
Jackson,Minnesota,"10,271","10,195","10,308","10,281","10,272","10,096","9,968"
Kanabec,Minnesota,"16,216","16,225","15,972","16,008","15,970","15,888","15,912"
Kandiyohi,Minnesota,"42,233","42,202","42,373","42,450","42,482","42,623","42,697"
Kittson,Minnesota,"4,553","4,540","4,497","4,498","4,455","4,409","4,320"
Koochiching,Minnesota,"13,315","13,235","13,163","13,088","12,847","12,797","12,610"
Lac qui Parle,Minnesota,"7,245","7,220","7,121","7,005","6,902","6,877","6,746"
Lake,Minnesota,"10,854","10,779","10,792","10,706","10,602","10,541","10,514"
Lake of the Woods,Minnesota,"4,035","4,011","3,947","3,910","3,889","3,868","3,781"
Le Sueur,Minnesota,"27,731","27,782","27,661","27,705","27,814","27,755","27,772"
Lincoln,Minnesota,"5,885","5,808","5,754","5,755","5,765","5,710","5,703"
Lyon,Minnesota,"25,849","25,828","25,633","25,722","25,778","25,826","25,971"
McLeod,Minnesota,"36,589","36,343","35,933","35,900","35,775","35,814","35,749"
Mahnomen,Minnesota,"5,440","5,473","5,505","5,468","5,499","5,432","5,484"
Marshall,Minnesota,"9,441","9,459","9,471","9,430","9,420","9,409","9,369"
Martin,Minnesota,"20,805","20,624","20,459","20,422","20,244","20,036","19,904"
Meeker,Minnesota,"23,329","23,192","23,037","23,087","23,126","23,045","23,064"
Mille Lacs,Minnesota,"26,078","25,847","25,635","25,658","25,562","25,494","25,594"
Morrison,Minnesota,"33,244","33,259","33,103","32,865","32,816","32,775","32,918"
Mower,Minnesota,"39,212","39,351","39,400","39,330","39,417","39,492","39,567"
Murray,Minnesota,"8,697","8,632","8,574","8,507","8,437","8,394","8,305"
Nicollet,Minnesota,"32,758","32,966","33,020","32,981","33,370","33,526","33,720"
Nobles,Minnesota,"21,425","21,621","21,736","21,797","21,698","21,748","21,878"
Norman,Minnesota,"6,833","6,806","6,599","6,596","6,581","6,621","6,534"
Olmsted,Minnesota,"144,534","145,829","146,907","148,851","150,043","151,397","153,272"
Otter Tail,Minnesota,"57,288","57,274","57,216","57,492","57,482","57,520","57,820"
Pennington,Minnesota,"13,968","14,070","14,119","14,139","14,111","14,237","14,206"
Pine,Minnesota,"29,717","29,621","29,198","29,076","29,081","29,045","28,866"
Pipestone,Minnesota,"9,606","9,529","9,397","9,302","9,320","9,295","9,248"
Polk,Minnesota,"31,639","31,540","31,511","31,639","31,496","31,497","31,698"
Pope,Minnesota,"10,974","10,911","10,890","10,879","10,925","10,936","10,970"
Ramsey,Minnesota,"509,387","515,826","521,009","527,131","532,796","536,631","541,502"
Red Lake,Minnesota,"4,079","4,084","4,060","4,031","3,996","4,031","3,987"
Redwood,Minnesota,"16,079","16,025","15,820","15,685","15,529","15,425","15,216"
Renville,Minnesota,"15,684","15,427","15,283","15,069","14,933","14,798","14,613"
Rice,Minnesota,"64,243","64,466","64,438","64,639","64,997","65,323","65,868"
Rock,Minnesota,"9,658","9,599","9,481","9,428","9,379","9,442","9,392"
Roseau,Minnesota,"15,558","15,517","15,512","15,497","15,680","15,621","15,557"
St,Louis County,"200,138","200,412","200,361","200,452","200,651","200,296","199,967"
Scott,Minnesota,"130,506","132,565","135,114","137,244","139,161","141,329","143,309"
Sherburne,Minnesota,"88,798","89,268","89,461","90,069","90,889","91,415","93,228"
Sibley,Minnesota,"15,256","15,165","15,080","15,055","14,931","14,889","14,812"
Stearns,Minnesota,"150,756","151,359","151,891","152,577","153,972","156,003","157,225"
Steele,Minnesota,"36,497","36,568","36,311","36,363","36,483","36,599","36,644"
Stevens,Minnesota,"9,705","9,708","9,733","9,747","9,852","9,874","9,810"
Swift,Minnesota,"9,754","9,676","9,632","9,552","9,486","9,376","9,442"
Todd,Minnesota,"24,898","24,890","24,653","24,488","24,350","24,328","24,381"
Traverse,Minnesota,"3,534","3,489","3,404","3,402","3,379","3,373","3,330"
Wabasha,Minnesota,"21,672","21,610","21,542","21,566","21,461","21,387","21,435"
Wadena,Minnesota,"13,816","13,652","13,607","13,641","13,589","13,667","13,550"
Waseca,Minnesota,"19,145","19,185","19,176","19,036","18,925","18,926","18,783"
Washington,Minnesota,"238,930","241,410","243,682","245,946","248,501","250,386","252,502"
Watonwan,Minnesota,"11,194","11,167","11,115","11,049","10,982","11,018","11,002"
Wilkin,Minnesota,"6,591","6,578","6,592","6,496","6,462","6,357","6,323"
Winona,Minnesota,"51,435","51,355","51,343","51,332","51,059","50,827","50,861"
Wright,Minnesota,"125,093","126,229","127,249","128,199","129,798","130,973","132,324"
