Location,total_votes,2000_republican_votes,2000_democrat_votes
"New Hampshire, Hillsborough",165761,80649.0,77625.0
"New Hampshire, Merrimack",63684,30028.0,30622.0
"New Hampshire, Rockingham",134173,65860.0,61628.0
"New Hampshire, Strafford",49393,21108.0,25400.0
"New Hampshire, Sullivan",18668,9304.0,8224.0
"New Jersey, Atlantic",91102,35593.0,52880.0
"New Jersey, Bergen",366721,152731.0,202682.0
"New Jersey, Burlington",177541,72254.0,99506.0
"New Jersey, Camden",196861,62464.0,127166.0
"New Jersey, Cape May",47594,23794.0,22189.0
"New Jersey, Cumberland",48684,18882.0,28188.0
"New Jersey, Essex",259573,66842.0,185505.0
"New Jersey, Gloucester",107298,42315.0,61095.0
"New Jersey, Hudson",167361,43804.0,118206.0
"New Jersey, Hunterdon",56455,32210.0,21387.0
"New Jersey, Mercer",135559,46670.0,83256.0
"New Jersey, Middlesex",258849,93545.0,154998.0
"New Jersey, Monmouth",262141,119291.0,131476.0
"New Jersey, Morris",206508,111066.0,88039.0
"New Jersey, Ocean",216393,105684.0,102104.0
"New Jersey, Passaic",156573,61043.0,90324.0
"New Jersey, Salem",26972,12257.0,13718.0
"New Jersey, Somerset",120377,59725.0,56232.0
"New Jersey, Sussex",57490,33277.0,21353.0
"New Jersey, Union",186373,68554.0,112003.0
"New Jersey, Warren",40801,22172.0,16543.0
"New Mexico, Bernalillo",204319,95249.0,99461.0
"New Mexico, Catron",1711,1273.0,353.0
"New Mexico, Chaves",18149,11378.0,6340.0
"New Mexico, Cibola",7088,2752.0,4127.0
"New Mexico, Colfax",5461,2600.0,2653.0
"New Mexico, Curry",11969,8301.0,3471.0
"New Mexico, De Baca",982,612.0,349.0
"New Mexico, Dona Ana",46653,21263.0,23912.0
"New Mexico, Eddy",17787,10335.0,7108.0
"New Mexico, Grant",11241,4961.0,5673.0
"New Mexico, Guadalupe",1651,548.0,1076.0
"New Mexico, Harding",593,366.0,214.0
"New Mexico, Hidalgo",1834,954.0,839.0
"New Mexico, Lea",14256,10157.0,3855.0
"New Mexico, Lincoln",6772,4458.0,2027.0
"New Mexico, Los Alamos",10218,5623.0,4149.0
"New Mexico, Luna",6612,3395.0,2975.0
"New Mexico, McKinley",15879,5070.0,10281.0
"New Mexico, Mora",2191,668.0,1456.0
"New Mexico, Otero",16204,10258.0,5465.0
"New Mexico, Quay",3844,2292.0,1471.0
"New Mexico, Rio Arriba",12097,3495.0,8169.0
"New Mexico, Roosevelt",5651,3762.0,1762.0
"New Mexico, Sandoval",31755,15423.0,14899.0
"New Mexico, San Juan",34657,21434.0,11980.0
"New Mexico, San Miguel",9161,2215.0,6540.0
"New Mexico, Santa Fe",49471,13974.0,32017.0
"New Mexico, Sierra",4586,2721.0,1689.0
"New Mexico, Socorro",6826,3173.0,3294.0
"New Mexico, Taos",10895,2744.0,7039.0
"New Mexico, Torrance",4960,2891.0,1868.0
"New Mexico, Union",1755,1269.0,452.0
"New Mexico, Valencia",21377,10803.0,9819.0
"New York, Albany",141969,47624.0,85617.0
"New York, Allegany",18689,11436.0,6336.0
"New York, Bronx",308048,36245.0,265801.0
"New York, Broome",87063,36946.0,45381.0
"New York, Cattaraugus",33733,18382.0,13697.0
"New York, Cayuga",33978,14988.0,17031.0
"New York, Chautauqua",58720,29064.0,27016.0
"New York, Chemung",37710,18779.0,17424.0
"New York, Chenango",20250,10033.0,9112.0
"New York, Clinton",30555,13274.0,15542.0
"New York, Columbia",28691,13153.0,13489.0
"New York, Cortland",20723,9857.0,9691.0
"New York, Delaware",20175,10662.0,8450.0
"New York, Dutchess",111762,52669.0,52390.0
"New York, Erie",424654,160176.0,240176.0
"New York, Essex",17932,8822.0,7927.0
"New York, Franklin",17447,7643.0,8870.0
"New York, Fulton",21671,11434.0,9314.0
"New York, Genesee",26069,14459.0,10191.0
"New York, Greene",21094,11332.0,8480.0
"New York, Hamilton",3682,2388.0,1114.0
"New York, Herkimer",27705,14147.0,12224.0
"New York, Jefferson",36418,18192.0,16799.0
"New York, Kings",617105,96605.0,497468.0
"New York, Lewis",10923,6103.0,4333.0
"New York, Livingston",27223,15244.0,10476.0
"New York, Madison",28366,14879.0,12017.0
"New York, Monroe",317762,141266.0,161743.0
"New York, Montgomery",20809,9765.0,10249.0
"New York, Nassau",589707,226954.0,341610.0
"New York, New York",563232,79921.0,449300.0
"New York, Niagara",93257,40952.0,47781.0
"New York, Oneida",95996,47603.0,43933.0
"New York, Onondaga",203629,83678.0,109896.0
"New York, Ontario",45948,23885.0,19761.0
"New York, Orange",126549,62852.0,58170.0
"New York, Orleans",15843,9202.0,5991.0
"New York, Oswego",48473,23249.0,22857.0
"New York, Otsego",25358,12219.0,11460.0
"New York, Putnam",42547,21853.0,18525.0
"New York, Queens",555930,122052.0,416967.0
"New York, Rensselaer",68436,29562.0,34808.0
"New York, Richmond",142121,63903.0,73828.0
"New York, Rockland",122580,48441.0,69530.0
"New York, St. Lawrence",39779,16449.0,21386.0
"New York, Saratoga",95057,46623.0,43359.0
"New York, Schenectady",66946,27961.0,35534.0
"New York, Schoharie",13548,7459.0,5390.0
"New York, Schuyler",8153,4381.0,3301.0
"New York, Seneca",14333,6734.0,6841.0
"New York, Steuben",40563,24200.0,14600.0
"New York, Suffolk",573866,240992.0,306306.0
"New York, Sullivan",28524,12703.0,14348.0
"New York, Tioga",22454,12239.0,9170.0
"New York, Tompkins",40060,13351.0,21807.0
"New York, Ulster",78225,33447.0,38162.0
"New York, Warren",28621,14993.0,12193.0
"New York, Washington",23555,12596.0,9641.0
"New York, Wayne",38329,21701.0,14977.0
"New York, Westchester",371775,139278.0,218010.0
"New York, Wyoming",17627,10809.0,5935.0
"New York, Yates",10052,5565.0,3962.0
"North Carolina, Alamance",47091,29305.0,17459.0
"North Carolina, Alexander",13492,9242.0,4166.0
"North Carolina, Alleghany",4313,2531.0,1715.0
"North Carolina, Anson",7985,3161.0,4792.0
"North Carolina, Ashe",10316,6226.0,4011.0
"North Carolina, Avery",6694,4956.0,1686.0
"North Carolina, Beaufort",17313,10531.0,6634.0
"North Carolina, Bertie",7176,2488.0,4660.0
"North Carolina, Bladen",10908,4977.0,5889.0
"North Carolina, Brunswick",28839,15427.0,13118.0
"North Carolina, Buncombe",85476,46101.0,38545.0
"North Carolina, Burke",30658,18466.0,11924.0
"North Carolina, Cabarrus",49381,32704.0,16284.0
"North Carolina, Caldwell",26115,17337.0,8588.0
"North Carolina, Camden",2831,1628.0,1187.0
"North Carolina, Carteret",26461,17381.0,8839.0
"North Carolina, Caswell",8422,4270.0,4091.0
"North Carolina, Catawba",50841,34244.0,16246.0
"North Carolina, Chatham",20931,10248.0,10461.0
"North Carolina, Cherokee",9674,6305.0,3239.0
"North Carolina, Chowan",4890,2415.0,2430.0
"North Carolina, Clay",3852,2416.0,1361.0
"North Carolina, Cleveland",32746,19064.0,13455.0
"North Carolina, Columbus",18425,8342.0,9986.0
"North Carolina, Craven",31985,19494.0,12213.0
"North Carolina, Cumberland",77151,38129.0,38626.0
"North Carolina, Currituck",6739,4095.0,2595.0
"North Carolina, Dare",13002,7301.0,5589.0
"North Carolina, Davidson",52047,35387.0,16199.0
"North Carolina, Davie",13998,10184.0,3651.0
"North Carolina, Duplin",14390,7840.0,6475.0
"North Carolina, Durham",84604,30150.0,53907.0
"North Carolina, Edgecombe",18202,6836.0,11315.0
"North Carolina, Forsyth",120942,67700.0,52457.0
"North Carolina, Franklin",16051,8501.0,7454.0
"North Carolina, Gaston",59179,39453.0,19281.0
"North Carolina, Gates",3446,1480.0,1944.0
"North Carolina, Graham",3361,2304.0,1006.0
"North Carolina, Granville",15194,7364.0,7733.0
"North Carolina, Greene",5870,3353.0,2478.0
"North Carolina, Guilford",166264,84394.0,80787.0
"North Carolina, Halifax",16970,6698.0,10222.0
"North Carolina, Harnett",24167,14762.0,9155.0
"North Carolina, Haywood",22273,12118.0,9793.0
"North Carolina, Henderson",38607,25688.0,12562.0
"North Carolina, Hertford",7897,2382.0,5484.0
"North Carolina, Hoke",8582,3439.0,5017.0
"North Carolina, Hyde",2237,1132.0,1088.0
"North Carolina, Iredell",45586,29853.0,15434.0
"North Carolina, Jackson",12121,6237.0,5722.0
"North Carolina, Johnston",41155,27212.0,13704.0
"North Carolina, Jones",3964,2114.0,1822.0
"North Carolina, Lee",16283,9406.0,6785.0
"North Carolina, Lenoir",21163,11512.0,9527.0
"North Carolina, Lincoln",24529,15951.0,8412.0
"North Carolina, McDowell",14011,9109.0,4747.0
"North Carolina, Macon",13234,8406.0,4683.0
"North Carolina, Madison",8325,4676.0,3505.0
"North Carolina, Martin",9366,4420.0,4929.0
"North Carolina, Mecklenburg",263036,134068.0,126911.0
"North Carolina, Mitchell",6600,4984.0,1535.0
"North Carolina, Montgomery",8974,4946.0,3979.0
"North Carolina, Moore",31301,19882.0,11232.0
"North Carolina, Nash",30513,17995.0,12376.0
"North Carolina, New Hanover",66319,36503.0,29292.0
"North Carolina, Northampton",8200,2667.0,5513.0
"North Carolina, Onslow",30215,19657.0,10269.0
"North Carolina, Orange",49344,17930.0,30921.0
"North Carolina, Pamlico",5242,2999.0,2188.0
"North Carolina, Pasquotank",10903,4943.0,5874.0
"North Carolina, Pender",14154,7661.0,6415.0
"North Carolina, Perquimans",4306,2230.0,2033.0
"North Carolina, Person",11833,6722.0,5042.0
"North Carolina, Pitt",43075,23192.0,19685.0
"North Carolina, Polk",8303,5074.0,3114.0
"North Carolina, Randolph",42696,30959.0,11366.0
"North Carolina, Richmond",14269,6263.0,7935.0
"North Carolina, Robeson",29747,11721.0,17834.0
"North Carolina, Rockingham",32528,18979.0,13260.0
"North Carolina, Rowan",44133,28922.0,14891.0
"North Carolina, Rutherford",21716,13755.0,7697.0
"North Carolina, Sampson",19239,10410.0,8768.0
"North Carolina, Scotland",9403,3740.0,5627.0
"North Carolina, Stanly",22818,15548.0,7066.0
"North Carolina, Stokes",17182,12028.0,5030.0
"North Carolina, Surry",23358,15401.0,7757.0
"North Carolina, Swain",4370,2224.0,2097.0
"North Carolina, Transylvania",14225,9011.0,5044.0
"North Carolina, Tyrrell",1566,706.0,849.0
"North Carolina, Union",47161,31876.0,14890.0
"North Carolina, Vance",12701,5564.0,7092.0
"North Carolina, Wake",268220,142494.0,123466.0
"North Carolina, Warren",6795,2202.0,4576.0
"North Carolina, Washington",4890,2169.0,2704.0
"North Carolina, Watauga",18723,10438.0,7959.0
"North Carolina, Wayne",33884,20758.0,13005.0
"North Carolina, Wilkes",24323,16826.0,7226.0
"North Carolina, Wilson",24826,13466.0,11266.0
"North Carolina, Yadkin",13682,10435.0,3127.0
"North Carolina, Yancey",8764,4970.0,3714.0
"North Dakota, Adams",1160,826.0,286.0
"North Dakota, Barnes",5748,3452.0,1933.0
"North Dakota, Benson",2154,1055.0,952.0
"North Dakota, Billings",525,394.0,82.0
"North Dakota, Bottineau",3690,2349.0,1173.0
"North Dakota, Bowman",1471,1080.0,330.0
"North Dakota, Burke",1039,698.0,296.0
"North Dakota, Burleigh",34482,22467.0,9842.0
"North Dakota, Cass",58995,33536.0,21451.0
"North Dakota, Cavalier",2371,1513.0,618.0
"North Dakota, Dickey",2786,1853.0,806.0
"North Dakota, Divide",794,443.0,306.0
"North Dakota, Dunn",1728,1124.0,474.0
"North Dakota, Eddy",1268,703.0,458.0
"North Dakota, Emmons",1992,1430.0,405.0
"North Dakota, Foster",1743,1172.0,474.0
"North Dakota, Golden Valley",812,611.0,156.0
"North Dakota, Grand Forks",28385,15875.0,10593.0
"North Dakota, Grant",1427,1077.0,235.0
"North Dakota, Griggs",1469,920.0,484.0
"North Dakota, Hettinger",1519,1057.0,353.0
"North Dakota, Kidder",1276,837.0,283.0
"North Dakota, LaMoure",2468,1590.0,689.0
"North Dakota, Logan",1145,812.0,223.0
"North Dakota, McHenry",2737,1682.0,888.0
"North Dakota, McIntosh",1637,1178.0,350.0
"North Dakota, McKenzie",2364,1634.0,653.0
"North Dakota, McLean",4646,2891.0,1465.0
"North Dakota, Mercer",4353,2984.0,1011.0
"North Dakota, Morton",11223,6993.0,3439.0
"North Dakota, Mountrail",2896,1466.0,1256.0
"North Dakota, Nelson",1840,1031.0,687.0
"North Dakota, Oliver",1051,709.0,244.0
"North Dakota, Pembina",3779,2430.0,1093.0
"North Dakota, Pierce",1971,1348.0,500.0
"North Dakota, Ramsey",4977,3005.0,1658.0
"North Dakota, Ransom",2719,1488.0,1080.0
"North Dakota, Renville",1332,820.0,443.0
"North Dakota, Richland",8015,4999.0,2490.0
"North Dakota, Rolette",4398,1416.0,2681.0
"North Dakota, Sargent",2184,1103.0,959.0
"North Dakota, Sheridan",928,707.0,161.0
"North Dakota, Sioux",1041,269.0,724.0
"North Dakota, Slope",442,316.0,85.0
"North Dakota, Stark",9777,6387.0,2784.0
"North Dakota, Steele",1210,655.0,475.0
"North Dakota, Stutsman",9118,5488.0,3067.0
"North Dakota, Towner",1189,694.0,410.0
"North Dakota, Traill",4112,2392.0,1512.0
"North Dakota, Walsh",5182,3099.0,1743.0
"North Dakota, Ward",22482,13997.0,7533.0
"North Dakota, Wells",2410,1610.0,661.0
"North Dakota, Williams",7807,5187.0,2330.0
"Ohio, Adams",10235,6380.0,3581.0
"Ohio, Allen",43795,28647.0,13996.0
"Ohio, Ashland",21258,13533.0,6685.0
"Ohio, Ashtabula",39472,17940.0,19831.0
"Ohio, Athens",25447,9703.0,13158.0
"Ohio, Auglaize",19892,13770.0,5564.0
"Ohio, Belmont",30141,12625.0,15980.0
"Ohio, Brown",16429,10027.0,5972.0
"Ohio, Butler",136737,86587.0,46390.0
"Ohio, Carroll",12261,6732.0,4960.0
"Ohio, Champaign",15680,9220.0,5955.0
"Ohio, Clark",57559,27660.0,27984.0
"Ohio, Clermont",69877,47129.0,20927.0
"Ohio, Clinton",15070,9824.0,4791.0
"Ohio, Columbiana",44427,21804.0,20657.0
"Ohio, Coshocton",14268,8243.0,5594.0
"Ohio, Crawford",19176,11666.0,6721.0
"Ohio, Cuyahoga",574782,192099.0,359913.0
"Ohio, Darke",23267,14817.0,7741.0
"Ohio, Defiance",16242,9540.0,6175.0
"Ohio, Delaware",55403,36639.0,17134.0
"Ohio, Erie",35015,16105.0,17732.0
"Ohio, Fairfield",54094,33523.0,19065.0
"Ohio, Fayette",9278,5685.0,3363.0
"Ohio, Franklin",414074,197862.0,202018.0
"Ohio, Fulton",18896,11546.0,6805.0
"Ohio, Gallia",12776,7511.0,4872.0
"Ohio, Geauga",42600,25417.0,15327.0
"Ohio, Greene",65204,37946.0,25059.0
"Ohio, Guernsey",15430,8181.0,6643.0
"Ohio, Hamilton",377899,204175.0,161578.0
"Ohio, Hancock",30617,20985.0,8798.0
"Ohio, Hardin",12068,7124.0,4557.0
"Ohio, Harrison",7161,3417.0,3351.0
"Ohio, Henry",13252,8530.0,4367.0
"Ohio, Highland",15447,9728.0,5328.0
"Ohio, Hocking",10756,5702.0,4474.0
"Ohio, Holmes",9145,6754.0,2066.0
"Ohio, Huron",21360,12286.0,8183.0
"Ohio, Jackson",12490,6958.0,5131.0
"Ohio, Jefferson",34636,15038.0,17488.0
"Ohio, Knox",21260,13393.0,7133.0
"Ohio, Lake",102564,51747.0,46497.0
"Ohio, Lawrence",24452,12531.0,11307.0
"Ohio, Licking",62466,37180.0,23196.0
"Ohio, Logan",18455,11849.0,5945.0
"Ohio, Lorain",112180,47957.0,59809.0
"Ohio, Lucas",187350,73342.0,108344.0
"Ohio, Madison",14667,8892.0,5287.0
"Ohio, Mahoning",114119,40460.0,69212.0
"Ohio, Marion",24815,13617.0,10370.0
"Ohio, Medina",66883,37349.0,26635.0
"Ohio, Meigs",9795,5750.0,3674.0
"Ohio, Mercer",18294,12485.0,5212.0
"Ohio, Miami",42841,26037.0,15584.0
"Ohio, Monroe",7115,3145.0,3605.0
"Ohio, Montgomery",230987,109792.0,114597.0
"Ohio, Morgan",5993,3451.0,2261.0
"Ohio, Morrow",12839,7842.0,4529.0
"Ohio, Muskingum",32624,17995.0,13415.0
"Ohio, Noble",5988,3435.0,2296.0
"Ohio, Ottawa",19968,9917.0,9485.0
"Ohio, Paulding",8946,5210.0,3384.0
"Ohio, Perry",12828,6440.0,5895.0
"Ohio, Pickaway",17740,10717.0,6598.0
"Ohio, Pike",10560,5333.0,4923.0
"Ohio, Portage",62899,28271.0,31446.0
"Ohio, Preble",18166,11176.0,6375.0
"Ohio, Putnam",17344,12837.0,4063.0
"Ohio, Richland",52779,30138.0,20572.0
"Ohio, Ross",26016,13706.0,11662.0
"Ohio, Sandusky",25744,13699.0,11146.0
"Ohio, Scioto",29945,15022.0,13997.0
"Ohio, Seneca",24351,13863.0,9512.0
"Ohio, Shelby",19670,12476.0,6593.0
"Ohio, Stark",159844,78153.0,75308.0
"Ohio, Summit",224839,96721.0,119759.0
"Ohio, Trumbull",96239,34654.0,57643.0
"Ohio, Tuscarawas",37118,19549.0,15879.0
"Ohio, Union",17024,11502.0,5040.0
"Ohio, Van Wert",13219,8679.0,4209.0
"Ohio, Vinton",4946,2720.0,2037.0
"Ohio, Warren",69078,48318.0,19142.0
"Ohio, Washington",26515,15342.0,10383.0
"Ohio, Wayne",42436,25901.0,14779.0
"Ohio, Williams",15919,9941.0,5454.0
"Ohio, Wood",52194,27504.0,22687.0
"Ohio, Wyandot",9827,6113.0,3397.0
"Oklahoma, Adair",5977,3503.0,2361.0
"Oklahoma, Alfalfa",2507,1886.0,583.0
"Oklahoma, Atoka",4324,2375.0,1906.0
"Oklahoma, Beaver",2456,2092.0,339.0
"Oklahoma, Beckham",6532,4067.0,2408.0
"Oklahoma, Blaine",4094,2633.0,1402.0
"Oklahoma, Bryan",11746,6084.0,5554.0
"Oklahoma, Caddo",9210,4835.0,4272.0
"Oklahoma, Canadian",31360,22679.0,8367.0
"Oklahoma, Carter",16458,9667.0,6659.0
"Oklahoma, Cherokee",14468,6918.0,7256.0
"Oklahoma, Choctaw",5315,2461.0,2799.0
"Oklahoma, Cimarron",1484,1230.0,227.0
"Oklahoma, Cleveland",76171,47393.0,27792.0
"Oklahoma, Coal",2362,1196.0,1148.0
"Oklahoma, Comanche",29333,17103.0,11971.0
"Oklahoma, Cotton",2482,1388.0,1068.0
"Oklahoma, Craig",5484,2815.0,2568.0
"Oklahoma, Creek",23741,13580.0,9753.0
"Oklahoma, Custer",9743,6527.0,3115.0
"Oklahoma, Delaware",13353,7618.0,5514.0
"Oklahoma, Dewey",2220,1607.0,599.0
"Oklahoma, Ellis",2013,1513.0,468.0
"Oklahoma, Garfield",21683,14902.0,6543.0
"Oklahoma, Garvin",9843,5536.0,4189.0
"Oklahoma, Grady",16276,10040.0,6037.0
"Oklahoma, Grant",2503,1762.0,709.0
"Oklahoma, Greer",2152,1287.0,839.0
"Oklahoma, Harmon",1205,692.0,507.0
"Oklahoma, Harper",1683,1296.0,374.0
"Oklahoma, Haskell",4628,2039.0,2510.0
"Oklahoma, Hughes",4585,2196.0,2334.0
"Oklahoma, Jackson",8159,5591.0,2515.0
"Oklahoma, Jefferson",2593,1320.0,1245.0
"Oklahoma, Johnston",3930,2072.0,1809.0
"Oklahoma, Kay",18162,11768.0,6122.0
"Oklahoma, Kingfisher",6056,4693.0,1304.0
"Oklahoma, Kiowa",3750,2173.0,1544.0
"Oklahoma, Latimer",3669,1739.0,1865.0
"Oklahoma, Le Flore",14985,8215.0,6536.0
"Oklahoma, Lincoln",11701,7387.0,4140.0
"Oklahoma, Logan",12870,8187.0,4510.0
"Oklahoma, Love",3372,1807.0,1530.0
"Oklahoma, McClain",10539,6750.0,3679.0
"Oklahoma, McCurtain",10482,6601.0,3752.0
"Oklahoma, McIntosh",7781,3444.0,4206.0
"Oklahoma, Major",3352,2672.0,635.0
"Oklahoma, Marshall",4900,2641.0,2210.0
"Oklahoma, Mayes",14001,7132.0,6618.0
"Oklahoma, Murray",4922,2609.0,2263.0
"Oklahoma, Muskogee",24693,11820.0,12520.0
"Oklahoma, Noble",4697,3230.0,1416.0
"Oklahoma, Nowata",3849,2069.0,1703.0
"Oklahoma, Okfuskee",3788,1910.0,1814.0
"Oklahoma, Oklahoma",223111,139078.0,81590.0
"Oklahoma, Okmulgee",13178,5797.0,7186.0
"Oklahoma, Osage",15909,8138.0,7540.0
"Oklahoma, Ottawa",11411,5625.0,5647.0
"Oklahoma, Pawnee",5925,3386.0,2435.0
"Oklahoma, Payne",24947,15256.0,9319.0
"Oklahoma, Pittsburg",16357,8514.0,7627.0
"Oklahoma, Pontotoc",12836,7299.0,5387.0
"Oklahoma, Pottawatomie",22316,13235.0,8763.0
"Oklahoma, Pushmataha",4348,2331.0,1969.0
"Oklahoma, Roger Mills",1687,1234.0,441.0
"Oklahoma, Rogers",28951,17713.0,10813.0
"Oklahoma, Seminole",7866,4011.0,3783.0
"Oklahoma, Sequoyah",12254,6614.0,5425.0
"Oklahoma, Stephens",17488,10860.0,6467.0
"Oklahoma, Texas",6088,4964.0,1084.0
"Oklahoma, Tillman",3349,1920.0,1400.0
"Oklahoma, Tulsa",218691,134152.0,81656.0
"Oklahoma, Wagoner",21517,12981.0,8244.0
"Oklahoma, Washington",20744,13788.0,6644.0
"Oklahoma, Washita",4468,2850.0,1564.0
"Oklahoma, Woods",4046,2774.0,1235.0
"Oklahoma, Woodward",7100,5067.0,1950.0
"Oregon, Baker",8258,5618.0,2195.0
"Oregon, Benton",38226,15825.0,19444.0
"Oregon, Clackamas",162262,77539.0,76421.0
"Oregon, Clatsop",16474,6950.0,8296.0
"Oregon, Columbia",21195,9369.0,10331.0
"Oregon, Coos",29379,15626.0,11610.0
"Oregon, Crook",8277,5363.0,2474.0
"Oregon, Curry",11513,6551.0,4090.0
"Oregon, Deschutes",57885,32132.0,22061.0
"Oregon, Douglas",47220,30294.0,14193.0
"Oregon, Gilliam",1090,679.0,359.0
"Oregon, Grant",3846,3078.0,589.0
"Oregon, Harney",3734,2799.0,766.0
"Oregon, Hood River",8549,3721.0,4072.0
"Oregon, Jackson",84796,46052.0,33153.0
"Oregon, Jefferson",6897,3838.0,2681.0
"Oregon, Josephine",36733,22186.0,11864.0
"Oregon, Klamath",27844,18855.0,7541.0
"Oregon, Lake",3729,2830.0,707.0
"Oregon, Lane",152188,61578.0,78583.0
"Oregon, Lincoln",21118,8446.0,10861.0
"Oregon, Linn",44388,25359.0,16682.0
"Oregon, Malheur",10404,7624.0,2336.0
"Oregon, Marion",113334,57443.0,49430.0
"Oregon, Morrow",3609,2224.0,1197.0
"Oregon, Multnomah",296685,83677.0,188441.0
"Oregon, Polk",28449,14988.0,11921.0
"Oregon, Sherman",1062,679.0,326.0
"Oregon, Tillamook",12376,5775.0,5762.0
"Oregon, Umatilla",23060,14140.0,7809.0
"Oregon, Union",12076,7836.0,3577.0
"Oregon, Wallowa",4294,3279.0,836.0
"Oregon, Wasco",10664,5356.0,4616.0
"Oregon, Washington",185974,86091.0,90662.0
"Oregon, Wheeler",841,584.0,202.0
"Oregon, Yamhill",35539,19193.0,14254.0
"Pennsylvania, Adams",33433,20848.0,11682.0
"Pennsylvania, Allegheny",582478,235361.0,329963.0
"Pennsylvania, Armstrong",27423,15508.0,11127.0
"Pennsylvania, Beaver",73593,32491.0,38925.0
"Pennsylvania, Bedford",19435,13598.0,5474.0
"Pennsylvania, Berks",135163,71273.0,59150.0
"Pennsylvania, Blair",45140,28376.0,15774.0
"Pennsylvania, Bradford",23330,14660.0,7911.0
"Pennsylvania, Bucks",263422,121927.0,132914.0
"Pennsylvania, Butler",70824,44009.0,25037.0
"Pennsylvania, Cambria",60286,28001.0,30308.0
"Pennsylvania, Cameron",2246,1383.0,779.0
"Pennsylvania, Carbon",21277,9717.0,10668.0
"Pennsylvania, Centre",49538,26172.0,21409.0
"Pennsylvania, Chester",187562,100080.0,82047.0
"Pennsylvania, Clarion",15843,9796.0,5605.0
"Pennsylvania, Clearfield",30609,18019.0,11718.0
"Pennsylvania, Clinton",11994,6064.0,5521.0
"Pennsylvania, Columbia",21894,12095.0,8975.0
"Pennsylvania, Crawford",33321,18858.0,13250.0
"Pennsylvania, Cumberland",88062,54802.0,31053.0
"Pennsylvania, Dauphin",100658,53631.0,44390.0
"Pennsylvania, Delaware",248077,105836.0,134861.0
"Pennsylvania, Elk",13578,7347.0,5754.0
"Pennsylvania, Erie",112335,49027.0,59399.0
"Pennsylvania, Fayette",49532,20013.0,28152.0
"Pennsylvania, Forest",2283,1371.0,843.0
"Pennsylvania, Franklin",48969,33042.0,14922.0
"Pennsylvania, Fulton",5285,3753.0,1425.0
"Pennsylvania, Greene",13634,5890.0,7230.0
"Pennsylvania, Huntingdon",15957,10408.0,5073.0
"Pennsylvania, Indiana",31401,16799.0,13667.0
"Pennsylvania, Jefferson",17574,11473.0,5566.0
"Pennsylvania, Juniata",8667,5795.0,2656.0
"Pennsylvania, Lackawanna",96381,35096.0,57471.0
"Pennsylvania, Lancaster",175317,115900.0,54968.0
"Pennsylvania, Lawrence",39640,18060.0,20593.0
"Pennsylvania, Lebanon",45880,28534.0,16093.0
"Pennsylvania, Lehigh",116280,55492.0,56667.0
"Pennsylvania, Luzerne",119586,52328.0,62199.0
"Pennsylvania, Lycoming",43183,27137.0,14663.0
"Pennsylvania, McKean",15804,9661.0,5510.0
"Pennsylvania, Mercer",48725,23132.0,23817.0
"Pennsylvania, Mifflin",14614,9400.0,4835.0
"Pennsylvania, Monroe",46878,23265.0,21939.0
"Pennsylvania, Montgomery",332422,145623.0,177990.0
"Pennsylvania, Montour",6492,3960.0,2356.0
"Pennsylvania, Northampton",104690,47396.0,53097.0
"Pennsylvania, Northumberland",33251,18142.0,13670.0
"Pennsylvania, Perry",16071,11184.0,4459.0
"Pennsylvania, Philadelphia",561180,100959.0,449182.0
"Pennsylvania, Pike",17364,9339.0,7330.0
"Pennsylvania, Potter",7090,4858.0,2037.0
"Pennsylvania, Schuylkill",58300,29841.0,26215.0
"Pennsylvania, Snyder",12841,8963.0,3536.0
"Pennsylvania, Somerset",32985,20218.0,12028.0
"Pennsylvania, Sullivan",3105,1928.0,1066.0
"Pennsylvania, Susquehanna",17271,10226.0,6481.0
"Pennsylvania, Tioga",14772,9635.0,4617.0
"Pennsylvania, Union",13175,8523.0,4209.0
"Pennsylvania, Venango",20523,11642.0,8196.0
"Pennsylvania, Warren",17541,9290.0,7537.0
"Pennsylvania, Washington",84441,37339.0,44961.0
"Pennsylvania, Wayne",18914,11201.0,6904.0
"Pennsylvania, Westmoreland",156709,80858.0,71792.0
"Pennsylvania, Wyoming",11693,6922.0,4363.0
"Pennsylvania, York",144244,87652.0,51958.0
"Rhode Island, Bristol",23272,8375.0,13424.0
"Rhode Island, Kent",73470,25291.0,43265.0
"Rhode Island, Newport",37838,14258.0,20790.0
"Rhode Island, Providence",218308,61378.0,142469.0
"Rhode Island, Washington",56224,21253.0,29560.0
"South Carolina, Abbeville",8374,4450.0,3766.0
"South Carolina, Aiken",50782,33203.0,16409.0
"South Carolina, Allendale",3340,967.0,2338.0
"South Carolina, Anderson",56681,35827.0,19606.0
"South Carolina, Bamberg",5551,2047.0,3451.0
"South Carolina, Barnwell",8276,4521.0,3661.0
"South Carolina, Beaufort",44148,25561.0,17487.0
"South Carolina, Berkeley",43316,24796.0,17707.0
"South Carolina, Calhoun",6373,3216.0,3063.0
"South Carolina, Charleston",111476,58229.0,49520.0
"South Carolina, Cherokee",16323,9900.0,6138.0
"South Carolina, Chester",10432,4986.0,5242.0
"South Carolina, Chesterfield",12526,6266.0,6111.0
"South Carolina, Clarendon",11290,5186.0,5999.0
"South Carolina, Colleton",13390,6767.0,6449.0
"South Carolina, Darlington",21863,11290.0,10253.0
"South Carolina, Dillon",8990,3975.0,4930.0
"South Carolina, Dorchester",33641,20734.0,12168.0
