year,state,state_code,county,candidate,party,candidate_votes,total_votes,Location
2004,Arkansas,AR,Sevier,John Kerry,democrat,2035.0,4601,"Arkansas, Sevier"
2004,Arkansas,AR,Sevier,George W. Bush,republican,2516.0,4601,"Arkansas, Sevier"
2004,Arkansas,AR,Sharp,John Kerry,democrat,3265.0,7470,"Arkansas, Sharp"
2004,Arkansas,AR,Sharp,George W. Bush,republican,4097.0,7470,"Arkansas, Sharp"
2004,Arkansas,AR,St. Francis,John Kerry,democrat,5684.0,9588,"Arkansas, St. Francis"
2004,Arkansas,AR,St. Francis,George W. Bush,republican,3815.0,9588,"Arkansas, St. Francis"
2004,Arkansas,AR,Stone,John Kerry,democrat,2255.0,5549,"Arkansas, Stone"
2004,Arkansas,AR,Stone,George W. Bush,republican,3188.0,5549,"Arkansas, Stone"
2004,Arkansas,AR,Union,John Kerry,democrat,7071.0,17832,"Arkansas, Union"
2004,Arkansas,AR,Union,George W. Bush,republican,10502.0,17832,"Arkansas, Union"
2004,Arkansas,AR,Van Buren,John Kerry,democrat,3310.0,7374,"Arkansas, Van Buren"
2004,Arkansas,AR,Van Buren,George W. Bush,republican,3988.0,7374,"Arkansas, Van Buren"
2004,Arkansas,AR,Washington,John Kerry,democrat,27597.0,64103,"Arkansas, Washington"
2004,Arkansas,AR,Washington,George W. Bush,republican,35726.0,64103,"Arkansas, Washington"
2004,Arkansas,AR,White,John Kerry,democrat,9129.0,26425,"Arkansas, White"
2004,Arkansas,AR,White,George W. Bush,republican,17001.0,26425,"Arkansas, White"
2004,Arkansas,AR,Woodruff,John Kerry,democrat,1972.0,3026,"Arkansas, Woodruff"
2004,Arkansas,AR,Woodruff,George W. Bush,republican,1021.0,3026,"Arkansas, Woodruff"
2004,Arkansas,AR,Yell,John Kerry,democrat,2913.0,6659,"Arkansas, Yell"
2004,Arkansas,AR,Yell,George W. Bush,republican,3678.0,6659,"Arkansas, Yell"
2004,California,CA,Alameda,John Kerry,democrat,422585.0,560742,"California, Alameda"
2004,California,CA,Alameda,George W. Bush,republican,130911.0,560742,"California, Alameda"
2004,California,CA,Alpine,John Kerry,democrat,373.0,699,"California, Alpine"
2004,California,CA,Alpine,George W. Bush,republican,311.0,699,"California, Alpine"
2004,California,CA,Amador,John Kerry,democrat,6211.0,16879,"California, Amador"
2004,California,CA,Amador,George W. Bush,republican,10479.0,16879,"California, Amador"
2004,California,CA,Butte,John Kerry,democrat,42448.0,95735,"California, Butte"
2004,California,CA,Butte,George W. Bush,republican,51662.0,95735,"California, Butte"
2004,California,CA,Calaveras,John Kerry,democrat,8286.0,22306,"California, Calaveras"
2004,California,CA,Calaveras,George W. Bush,republican,13601.0,22306,"California, Calaveras"
2004,California,CA,Colusa,John Kerry,democrat,1947.0,6166,"California, Colusa"
2004,California,CA,Colusa,George W. Bush,republican,4142.0,6166,"California, Colusa"
2004,California,CA,Contra Costa,John Kerry,democrat,257254.0,412139,"California, Contra Costa"
2004,California,CA,Contra Costa,George W. Bush,republican,150608.0,412139,"California, Contra Costa"
2004,California,CA,Del Norte,John Kerry,democrat,3892.0,9421,"California, Del Norte"
2004,California,CA,Del Norte,George W. Bush,republican,5356.0,9421,"California, Del Norte"
2004,California,CA,El Dorado,John Kerry,democrat,32242.0,86278,"California, El Dorado"
2004,California,CA,El Dorado,George W. Bush,republican,52878.0,86278,"California, El Dorado"
2004,California,CA,Fresno,John Kerry,democrat,103154.0,247160,"California, Fresno"
2004,California,CA,Fresno,George W. Bush,republican,141988.0,247160,"California, Fresno"
2004,California,CA,Glenn,John Kerry,democrat,2995.0,9435,"California, Glenn"
2004,California,CA,Glenn,George W. Bush,republican,6308.0,9435,"California, Glenn"
2004,California,CA,Humboldt,John Kerry,democrat,37988.0,65510,"California, Humboldt"
2004,California,CA,Humboldt,George W. Bush,republican,25714.0,65510,"California, Humboldt"
2004,California,CA,Imperial,John Kerry,democrat,13955.0,25902,"California, Imperial"
2004,California,CA,Imperial,George W. Bush,republican,11628.0,25902,"California, Imperial"
2004,California,CA,Inyo,John Kerry,democrat,3021.0,7718,"California, Inyo"
2004,California,CA,Inyo,George W. Bush,republican,4559.0,7718,"California, Inyo"
2004,California,CA,Kern,John Kerry,democrat,68603.0,210858,"California, Kern"
2004,California,CA,Kern,George W. Bush,republican,140417.0,210858,"California, Kern"
2004,California,CA,Kings,John Kerry,democrat,10833.0,32093,"California, Kings"
2004,California,CA,Kings,George W. Bush,republican,21003.0,32093,"California, Kings"
2004,California,CA,Lake,John Kerry,democrat,9679.0,18166,"California, Lake"
2004,California,CA,Lake,George W. Bush,republican,8185.0,18166,"California, Lake"
2004,California,CA,Lassen,John Kerry,democrat,3158.0,11437,"California, Lassen"
2004,California,CA,Lassen,George W. Bush,republican,8126.0,11437,"California, Lassen"
2004,California,CA,Los Angeles,John Kerry,democrat,1907736.0,3021647,"California, Los Angeles"
2004,California,CA,Los Angeles,George W. Bush,republican,1076225.0,3021647,"California, Los Angeles"
2004,California,CA,Madera,John Kerry,democrat,13481.0,38780,"California, Madera"
2004,California,CA,Madera,George W. Bush,republican,24871.0,38780,"California, Madera"
2004,California,CA,Marin,John Kerry,democrat,99070.0,134919,"California, Marin"
2004,California,CA,Marin,George W. Bush,republican,34378.0,134919,"California, Marin"
2004,California,CA,Mariposa,John Kerry,democrat,3251.0,8638,"California, Mariposa"
2004,California,CA,Mariposa,George W. Bush,republican,5215.0,8638,"California, Mariposa"
2004,California,CA,Mendocino,John Kerry,democrat,24385.0,38179,"California, Mendocino"
2004,California,CA,Mendocino,George W. Bush,republican,12955.0,38179,"California, Mendocino"
2004,California,CA,Merced,John Kerry,democrat,24491.0,57945,"California, Merced"
2004,California,CA,Merced,George W. Bush,republican,32773.0,57945,"California, Merced"
2004,California,CA,Modoc,John Kerry,democrat,1149.0,4456,"California, Modoc"
2004,California,CA,Modoc,George W. Bush,republican,3235.0,4456,"California, Modoc"
2004,California,CA,Mono,John Kerry,democrat,2628.0,5330,"California, Mono"
2004,California,CA,Mono,George W. Bush,republican,2621.0,5330,"California, Mono"
2004,California,CA,Monterey,John Kerry,democrat,75241.0,124544,"California, Monterey"
2004,California,CA,Monterey,George W. Bush,republican,47838.0,124544,"California, Monterey"
2004,California,CA,Napa,John Kerry,democrat,33666.0,56465,"California, Napa"
2004,California,CA,Napa,George W. Bush,republican,22059.0,56465,"California, Napa"
2004,California,CA,Nevada,John Kerry,democrat,24220.0,53739,"California, Nevada"
2004,California,CA,Nevada,George W. Bush,republican,28790.0,53739,"California, Nevada"
2004,California,CA,Orange,John Kerry,democrat,419239.0,1073296,"California, Orange"
2004,California,CA,Orange,George W. Bush,republican,641832.0,1073296,"California, Orange"
2004,California,CA,Placer,John Kerry,democrat,55573.0,152945,"California, Placer"
2004,California,CA,Placer,George W. Bush,republican,95969.0,152945,"California, Placer"
2004,California,CA,Plumas,John Kerry,democrat,4129.0,11178,"California, Plumas"
2004,California,CA,Plumas,George W. Bush,republican,6905.0,11178,"California, Plumas"
2004,California,CA,Riverside,John Kerry,democrat,228806.0,556882,"California, Riverside"
2004,California,CA,Riverside,George W. Bush,republican,322473.0,556882,"California, Riverside"
2004,California,CA,Sacramento,John Kerry,democrat,236657.0,476765,"California, Sacramento"
2004,California,CA,Sacramento,George W. Bush,republican,235539.0,476765,"California, Sacramento"
2004,California,CA,San Benito,John Kerry,democrat,9851.0,18725,"California, San Benito"
2004,California,CA,San Benito,George W. Bush,republican,8698.0,18725,"California, San Benito"
2004,California,CA,San Bernardino,John Kerry,democrat,227789.0,522777,"California, San Bernardino"
2004,California,CA,San Bernardino,George W. Bush,republican,289306.0,522777,"California, San Bernardino"
2004,California,CA,San Diego,John Kerry,democrat,526437.0,1133584,"California, San Diego"
2004,California,CA,San Diego,George W. Bush,republican,596033.0,1133584,"California, San Diego"
2004,California,CA,San Francisco,John Kerry,democrat,296772.0,355929,"California, San Francisco"
2004,California,CA,San Francisco,George W. Bush,republican,54355.0,355929,"California, San Francisco"
2004,California,CA,San Joaquin,John Kerry,democrat,87012.0,189505,"California, San Joaquin"
2004,California,CA,San Joaquin,George W. Bush,republican,100978.0,189505,"California, San Joaquin"
2004,California,CA,San Luis Obispo,John Kerry,democrat,58742.0,128647,"California, San Luis Obispo"
2004,California,CA,San Luis Obispo,George W. Bush,republican,67995.0,128647,"California, San Luis Obispo"
2004,California,CA,San Mateo,John Kerry,democrat,197922.0,284077,"California, San Mateo"
2004,California,CA,San Mateo,George W. Bush,republican,83315.0,284077,"California, San Mateo"
2004,California,CA,Santa Barbara,John Kerry,democrat,90314.0,169125,"California, Santa Barbara"
2004,California,CA,Santa Barbara,George W. Bush,republican,76806.0,169125,"California, Santa Barbara"
2004,California,CA,Santa Clara,John Kerry,democrat,386100.0,602614,"California, Santa Clara"
2004,California,CA,Santa Clara,George W. Bush,republican,209094.0,602614,"California, Santa Clara"
2004,California,CA,Santa Cruz,John Kerry,democrat,89102.0,121733,"California, Santa Cruz"
2004,California,CA,Santa Cruz,George W. Bush,republican,30354.0,121733,"California, Santa Cruz"
2004,California,CA,Shasta,John Kerry,democrat,24339.0,77571,"California, Shasta"
2004,California,CA,Shasta,George W. Bush,republican,52249.0,77571,"California, Shasta"
2004,California,CA,Sierra,John Kerry,democrat,646.0,1945,"California, Sierra"
2004,California,CA,Sierra,George W. Bush,republican,1249.0,1945,"California, Sierra"
2004,California,CA,Siskiyou,John Kerry,democrat,7880.0,20863,"California, Siskiyou"
2004,California,CA,Siskiyou,George W. Bush,republican,12673.0,20863,"California, Siskiyou"
2004,California,CA,Solano,John Kerry,democrat,85096.0,148746,"California, Solano"
2004,California,CA,Solano,George W. Bush,republican,62301.0,148746,"California, Solano"
2004,California,CA,Sonoma,John Kerry,democrat,148261.0,220077,"California, Sonoma"
2004,California,CA,Sonoma,George W. Bush,republican,68204.0,220077,"California, Sonoma"
2004,California,CA,Stanislaus,John Kerry,democrat,58829.0,145514,"California, Stanislaus"
2004,California,CA,Stanislaus,George W. Bush,republican,85407.0,145514,"California, Stanislaus"
2004,California,CA,Sutter,John Kerry,democrat,9602.0,30145,"California, Sutter"
2004,California,CA,Sutter,George W. Bush,republican,20254.0,30145,"California, Sutter"
2004,California,CA,Tehama,John Kerry,democrat,7504.0,23405,"California, Tehama"
2004,California,CA,Tehama,George W. Bush,republican,15572.0,23405,"California, Tehama"
2004,California,CA,Trinity,John Kerry,democrat,2782.0,6479,"California, Trinity"
2004,California,CA,Trinity,George W. Bush,republican,3560.0,6479,"California, Trinity"
2004,California,CA,Tulare,John Kerry,democrat,32494.0,98739,"California, Tulare"
2004,California,CA,Tulare,George W. Bush,republican,65399.0,98739,"California, Tulare"
2004,California,CA,Tuolumne,John Kerry,democrat,10104.0,26188,"California, Tuolumne"
2004,California,CA,Tuolumne,George W. Bush,republican,15745.0,26188,"California, Tuolumne"
2004,California,CA,Ventura,John Kerry,democrat,148859.0,312909,"California, Ventura"
2004,California,CA,Ventura,George W. Bush,republican,160314.0,312909,"California, Ventura"
2004,California,CA,Yolo,John Kerry,democrat,42885.0,72009,"California, Yolo"
2004,California,CA,Yolo,George W. Bush,republican,28005.0,72009,"California, Yolo"
2004,California,CA,Yuba,John Kerry,democrat,5687.0,18020,"California, Yuba"
2004,California,CA,Yuba,George W. Bush,republican,12076.0,18020,"California, Yuba"
2004,Colorado,CO,Adams,John Kerry,democrat,69122.0,136672,"Colorado, Adams"
2004,Colorado,CO,Adams,George W. Bush,republican,65912.0,136672,"Colorado, Adams"
2004,Colorado,CO,Alamosa,John Kerry,democrat,3017.0,6269,"Colorado, Alamosa"
2004,Colorado,CO,Alamosa,George W. Bush,republican,3179.0,6269,"Colorado, Alamosa"
2004,Colorado,CO,Arapahoe,John Kerry,democrat,110262.0,232171,"Colorado, Arapahoe"
2004,Colorado,CO,Arapahoe,George W. Bush,republican,119475.0,232171,"Colorado, Arapahoe"
2004,Colorado,CO,Archuleta,John Kerry,democrat,2141.0,5839,"Colorado, Archuleta"
2004,Colorado,CO,Archuleta,George W. Bush,republican,3601.0,5839,"Colorado, Archuleta"
2004,Colorado,CO,Baca,John Kerry,democrat,483.0,2186,"Colorado, Baca"
2004,Colorado,CO,Baca,George W. Bush,republican,1680.0,2186,"Colorado, Baca"
2004,Colorado,CO,Bent,John Kerry,democrat,785.0,2155,"Colorado, Bent"
2004,Colorado,CO,Bent,George W. Bush,republican,1338.0,2155,"Colorado, Bent"
2004,Colorado,CO,Boulder,John Kerry,democrat,105564.0,159257,"Colorado, Boulder"
2004,Colorado,CO,Boulder,George W. Bush,republican,51586.0,159257,"Colorado, Boulder"
2004,Colorado,CO,Broomfield,John Kerry,democrat,10935.0,23235,"Colorado, Broomfield"
2004,Colorado,CO,Broomfield,George W. Bush,republican,12007.0,23235,"Colorado, Broomfield"
2004,Colorado,CO,Chaffee,John Kerry,democrat,3766.0,8769,"Colorado, Chaffee"
2004,Colorado,CO,Chaffee,George W. Bush,republican,4875.0,8769,"Colorado, Chaffee"
2004,Colorado,CO,Cheyenne,John Kerry,democrat,198.0,1134,"Colorado, Cheyenne"
2004,Colorado,CO,Cheyenne,George W. Bush,republican,923.0,1134,"Colorado, Cheyenne"
2004,Colorado,CO,Clear Creek,John Kerry,democrat,2989.0,5613,"Colorado, Clear Creek"
2004,Colorado,CO,Clear Creek,George W. Bush,republican,2522.0,5613,"Colorado, Clear Creek"
2004,Colorado,CO,Conejos,John Kerry,democrat,1894.0,3800,"Colorado, Conejos"
2004,Colorado,CO,Conejos,George W. Bush,republican,1864.0,3800,"Colorado, Conejos"
2004,Colorado,CO,Costilla,John Kerry,democrat,1170.0,1759,"Colorado, Costilla"
2004,Colorado,CO,Costilla,George W. Bush,republican,566.0,1759,"Colorado, Costilla"
2004,Colorado,CO,Crowley,John Kerry,democrat,478.0,1493,"Colorado, Crowley"
2004,Colorado,CO,Crowley,George W. Bush,republican,1006.0,1493,"Colorado, Crowley"
2004,Colorado,CO,Custer,John Kerry,democrat,739.0,2428,"Colorado, Custer"
2004,Colorado,CO,Custer,George W. Bush,republican,1657.0,2428,"Colorado, Custer"
2004,Colorado,CO,Delta,John Kerry,democrat,4224.0,14159,"Colorado, Delta"
2004,Colorado,CO,Delta,George W. Bush,republican,9722.0,14159,"Colorado, Delta"
2004,Colorado,CO,Denver,John Kerry,democrat,166135.0,238672,"Colorado, Denver"
2004,Colorado,CO,Denver,George W. Bush,republican,69903.0,238672,"Colorado, Denver"
2004,Colorado,CO,Dolores,John Kerry,democrat,333.0,1146,"Colorado, Dolores"
2004,Colorado,CO,Dolores,George W. Bush,republican,785.0,1146,"Colorado, Dolores"
2004,Colorado,CO,Douglas,John Kerry,democrat,39661.0,121200,"Colorado, Douglas"
2004,Colorado,CO,Douglas,George W. Bush,republican,80651.0,121200,"Colorado, Douglas"
2004,Colorado,CO,Eagle,John Kerry,democrat,9744.0,18511,"Colorado, Eagle"
2004,Colorado,CO,Eagle,George W. Bush,republican,8533.0,18511,"Colorado, Eagle"
2004,Colorado,CO,El Paso,John Kerry,democrat,77648.0,241786,"Colorado, El Paso"
2004,Colorado,CO,El Paso,George W. Bush,republican,161361.0,241786,"Colorado, El Paso"
2004,Colorado,CO,Elbert,John Kerry,democrat,2834.0,11361,"Colorado, Elbert"
2004,Colorado,CO,Elbert,George W. Bush,republican,8389.0,11361,"Colorado, Elbert"
2004,Colorado,CO,Fremont,John Kerry,democrat,5933.0,18523,"Colorado, Fremont"
2004,Colorado,CO,Fremont,George W. Bush,republican,12313.0,18523,"Colorado, Fremont"
2004,Colorado,CO,Garfield,John Kerry,democrat,9228.0,20647,"Colorado, Garfield"
2004,Colorado,CO,Garfield,George W. Bush,republican,11123.0,20647,"Colorado, Garfield"
2004,Colorado,CO,Gilpin,John Kerry,democrat,1807.0,3196,"Colorado, Gilpin"
2004,Colorado,CO,Gilpin,George W. Bush,republican,1329.0,3196,"Colorado, Gilpin"
2004,Colorado,CO,Grand,John Kerry,democrat,3243.0,7609,"Colorado, Grand"
2004,Colorado,CO,Grand,George W. Bush,republican,4260.0,7609,"Colorado, Grand"
2004,Colorado,CO,Gunnison,John Kerry,democrat,4782.0,8420,"Colorado, Gunnison"
2004,Colorado,CO,Gunnison,George W. Bush,republican,3479.0,8420,"Colorado, Gunnison"
2004,Colorado,CO,Hinsdale,John Kerry,democrat,236.0,602,"Colorado, Hinsdale"
2004,Colorado,CO,Hinsdale,George W. Bush,republican,355.0,602,"Colorado, Hinsdale"
2004,Colorado,CO,Huerfano,John Kerry,democrat,1663.0,3402,"Colorado, Huerfano"
2004,Colorado,CO,Huerfano,George W. Bush,republican,1700.0,3402,"Colorado, Huerfano"
2004,Colorado,CO,Jackson,John Kerry,democrat,210.0,934,"Colorado, Jackson"
2004,Colorado,CO,Jackson,George W. Bush,republican,710.0,934,"Colorado, Jackson"
2004,Colorado,CO,Jefferson,John Kerry,democrat,126558.0,271293,"Colorado, Jefferson"
2004,Colorado,CO,Jefferson,George W. Bush,republican,140644.0,271293,"Colorado, Jefferson"
2004,Colorado,CO,Kiowa,John Kerry,democrat,172.0,892,"Colorado, Kiowa"
2004,Colorado,CO,Kiowa,George W. Bush,republican,712.0,892,"Colorado, Kiowa"
2004,Colorado,CO,Kit Carson,John Kerry,democrat,729.0,3502,"Colorado, Kit Carson"
2004,Colorado,CO,Kit Carson,George W. Bush,republican,2721.0,3502,"Colorado, Kit Carson"
2004,Colorado,CO,La Plata,John Kerry,democrat,13409.0,25490,"Colorado, La Plata"
2004,Colorado,CO,La Plata,George W. Bush,republican,11704.0,25490,"Colorado, La Plata"
2004,Colorado,CO,Lake,John Kerry,democrat,1623.0,2949,"Colorado, Lake"
2004,Colorado,CO,Lake,George W. Bush,republican,1261.0,2949,"Colorado, Lake"
2004,Colorado,CO,Larimer,John Kerry,democrat,68266.0,146435,"Colorado, Larimer"
2004,Colorado,CO,Larimer,George W. Bush,republican,75884.0,146435,"Colorado, Larimer"
2004,Colorado,CO,Las Animas,John Kerry,democrat,3300.0,6587,"Colorado, Las Animas"
2004,Colorado,CO,Las Animas,George W. Bush,republican,3196.0,6587,"Colorado, Las Animas"
2004,Colorado,CO,Lincoln,John Kerry,democrat,503.0,2337,"Colorado, Lincoln"
2004,Colorado,CO,Lincoln,George W. Bush,republican,1819.0,2337,"Colorado, Lincoln"
2004,Colorado,CO,Logan,John Kerry,democrat,2491.0,8766,"Colorado, Logan"
2004,Colorado,CO,Logan,George W. Bush,republican,6168.0,8766,"Colorado, Logan"
2004,Colorado,CO,Mesa,John Kerry,democrat,19564.0,61885,"Colorado, Mesa"
2004,Colorado,CO,Mesa,George W. Bush,republican,41539.0,61885,"Colorado, Mesa"
2004,Colorado,CO,Mineral,John Kerry,democrat,227.0,619,"Colorado, Mineral"
2004,Colorado,CO,Mineral,George W. Bush,republican,383.0,619,"Colorado, Mineral"
2004,Colorado,CO,Moffat,John Kerry,democrat,1355.0,5725,"Colorado, Moffat"
2004,Colorado,CO,Moffat,George W. Bush,republican,4247.0,5725,"Colorado, Moffat"
2004,Colorado,CO,Montezuma,John Kerry,democrat,3867.0,11015,"Colorado, Montezuma"
2004,Colorado,CO,Montezuma,George W. Bush,republican,6988.0,11015,"Colorado, Montezuma"
2004,Colorado,CO,Montrose,John Kerry,democrat,4776.0,16219,"Colorado, Montrose"
2004,Colorado,CO,Montrose,George W. Bush,republican,11218.0,16219,"Colorado, Montrose"
2004,Colorado,CO,Morgan,John Kerry,democrat,3039.0,9936,"Colorado, Morgan"
2004,Colorado,CO,Morgan,George W. Bush,republican,6787.0,9936,"Colorado, Morgan"
2004,Colorado,CO,Otero,John Kerry,democrat,3164.0,8180,"Colorado, Otero"
2004,Colorado,CO,Otero,George W. Bush,republican,4947.0,8180,"Colorado, Otero"
2004,Colorado,CO,Ouray,John Kerry,democrat,1278.0,2719,"Colorado, Ouray"
2004,Colorado,CO,Ouray,George W. Bush,republican,1402.0,2719,"Colorado, Ouray"
2004,Colorado,CO,Park,John Kerry,democrat,3445.0,8355,"Colorado, Park"
2004,Colorado,CO,Park,George W. Bush,republican,4781.0,8355,"Colorado, Park"
2004,Colorado,CO,Phillips,John Kerry,democrat,582.0,2325,"Colorado, Phillips"
2004,Colorado,CO,Phillips,George W. Bush,republican,1717.0,2325,"Colorado, Phillips"
2004,Colorado,CO,Pitkin,John Kerry,democrat,6335.0,9255,"Colorado, Pitkin"
2004,Colorado,CO,Pitkin,George W. Bush,republican,2784.0,9255,"Colorado, Pitkin"
2004,Colorado,CO,Prowers,John Kerry,democrat,1308.0,4745,"Colorado, Prowers"
2004,Colorado,CO,Prowers,George W. Bush,republican,3392.0,4745,"Colorado, Prowers"
2004,Colorado,CO,Pueblo,John Kerry,democrat,35369.0,67182,"Colorado, Pueblo"
2004,Colorado,CO,Pueblo,George W. Bush,republican,31117.0,67182,"Colorado, Pueblo"
2004,Colorado,CO,Rio Blanco,John Kerry,democrat,566.0,3003,"Colorado, Rio Blanco"
2004,Colorado,CO,Rio Blanco,George W. Bush,republican,2403.0,3003,"Colorado, Rio Blanco"
2004,Colorado,CO,Rio Grande,John Kerry,democrat,2006.0,5523,"Colorado, Rio Grande"
2004,Colorado,CO,Rio Grande,George W. Bush,republican,3448.0,5523,"Colorado, Rio Grande"
2004,Colorado,CO,Routt,John Kerry,democrat,6392.0,11761,"Colorado, Routt"
2004,Colorado,CO,Routt,George W. Bush,republican,5199.0,11761,"Colorado, Routt"
2004,Colorado,CO,Saguache,John Kerry,democrat,1594.0,2803,"Colorado, Saguache"
2004,Colorado,CO,Saguache,George W. Bush,republican,1163.0,2803,"Colorado, Saguache"
2004,Colorado,CO,San Juan,John Kerry,democrat,253.0,486,"Colorado, San Juan"
2004,Colorado,CO,San Juan,George W. Bush,republican,216.0,486,"Colorado, San Juan"
2004,Colorado,CO,San Miguel,John Kerry,democrat,2876.0,4019,"Colorado, San Miguel"
2004,Colorado,CO,San Miguel,George W. Bush,republican,1079.0,4019,"Colorado, San Miguel"
2004,Colorado,CO,Sedgwick,John Kerry,democrat,374.0,1360,"Colorado, Sedgwick"
2004,Colorado,CO,Sedgwick,George W. Bush,republican,971.0,1360,"Colorado, Sedgwick"
2004,Colorado,CO,Summit,John Kerry,democrat,8144.0,13735,"Colorado, Summit"
2004,Colorado,CO,Summit,George W. Bush,republican,5370.0,13735,"Colorado, Summit"
2004,Colorado,CO,Teller,John Kerry,democrat,3556.0,11840,"Colorado, Teller"
2004,Colorado,CO,Teller,George W. Bush,republican,8094.0,11840,"Colorado, Teller"
2004,Colorado,CO,Washington,John Kerry,democrat,455.0,2530,"Colorado, Washington"
