location,year,state,state_code,county,candidate,party,candidate_votes,total_votes,Location
"North Dakota, Emmons",2016,North Dakota,ND,Emmons,Hillary Clinton,democrat,215.0,1981,"North Dakota, Emmons"
"North Dakota, Emmons",2016,North Dakota,ND,Emmons,Donald Trump,republican,1677.0,1981,"North Dakota, Emmons"
"North Dakota, Foster",2016,North Dakota,ND,Foster,Hillary Clinton,democrat,347.0,1719,"North Dakota, Foster"
"North Dakota, Foster",2016,North Dakota,ND,Foster,Donald Trump,republican,1241.0,1719,"North Dakota, Foster"
"North Dakota, Golden Valley",2016,North Dakota,ND,Golden Valley,Hillary Clinton,democrat,99.0,957,"North Dakota, Golden Valley"
"North Dakota, Golden Valley",2016,North Dakota,ND,Golden Valley,Donald Trump,republican,796.0,957,"North Dakota, Golden Valley"
"North Dakota, Grand Forks",2016,North Dakota,ND,Grand Forks,Hillary Clinton,democrat,10851.0,30365,"North Dakota, Grand Forks"
"North Dakota, Grand Forks",2016,North Dakota,ND,Grand Forks,Donald Trump,republican,16340.0,30365,"North Dakota, Grand Forks"
"North Dakota, Grant",2016,North Dakota,ND,Grant,Hillary Clinton,democrat,185.0,1381,"North Dakota, Grant"
"North Dakota, Grant",2016,North Dakota,ND,Grant,Donald Trump,republican,1108.0,1381,"North Dakota, Grant"
"North Dakota, Griggs",2016,North Dakota,ND,Griggs,Hillary Clinton,democrat,298.0,1265,"North Dakota, Griggs"
"North Dakota, Griggs",2016,North Dakota,ND,Griggs,Donald Trump,republican,847.0,1265,"North Dakota, Griggs"
"North Dakota, Hettinger",2016,North Dakota,ND,Hettinger,Hillary Clinton,democrat,168.0,1296,"North Dakota, Hettinger"
"North Dakota, Hettinger",2016,North Dakota,ND,Hettinger,Donald Trump,republican,1050.0,1296,"North Dakota, Hettinger"
"North Dakota, Kidder",2016,North Dakota,ND,Kidder,Hillary Clinton,democrat,179.0,1376,"North Dakota, Kidder"
"North Dakota, Kidder",2016,North Dakota,ND,Kidder,Donald Trump,republican,1111.0,1376,"North Dakota, Kidder"
"North Dakota, LaMoure",2016,North Dakota,ND,LaMoure,Hillary Clinton,democrat,502.0,2151,"North Dakota, LaMoure"
"North Dakota, LaMoure",2016,North Dakota,ND,LaMoure,Donald Trump,republican,1481.0,2151,"North Dakota, LaMoure"
"North Dakota, Logan",2016,North Dakota,ND,Logan,Hillary Clinton,democrat,114.0,1067,"North Dakota, Logan"
"North Dakota, Logan",2016,North Dakota,ND,Logan,Donald Trump,republican,888.0,1067,"North Dakota, Logan"
"North Dakota, McHenry",2016,North Dakota,ND,McHenry,Hillary Clinton,democrat,490.0,2820,"North Dakota, McHenry"
"North Dakota, McHenry",2016,North Dakota,ND,McHenry,Donald Trump,republican,2050.0,2820,"North Dakota, McHenry"
"North Dakota, McIntosh",2016,North Dakota,ND,McIntosh,Hillary Clinton,democrat,235.0,1446,"North Dakota, McIntosh"
"North Dakota, McIntosh",2016,North Dakota,ND,McIntosh,Donald Trump,republican,1100.0,1446,"North Dakota, McIntosh"
"North Dakota, McKenzie",2016,North Dakota,ND,McKenzie,Hillary Clinton,democrat,698.0,4672,"North Dakota, McKenzie"
"North Dakota, McKenzie",2016,North Dakota,ND,McKenzie,Donald Trump,republican,3670.0,4672,"North Dakota, McKenzie"
"North Dakota, McLean",2016,North Dakota,ND,McLean,Hillary Clinton,democrat,1081.0,5315,"North Dakota, McLean"
"North Dakota, McLean",2016,North Dakota,ND,McLean,Donald Trump,republican,3860.0,5315,"North Dakota, McLean"
"North Dakota, Mercer",2016,North Dakota,ND,Mercer,Hillary Clinton,democrat,621.0,4682,"North Dakota, Mercer"
"North Dakota, Mercer",2016,North Dakota,ND,Mercer,Donald Trump,republican,3759.0,4682,"North Dakota, Mercer"
"North Dakota, Morton",2016,North Dakota,ND,Morton,Hillary Clinton,democrat,3080.0,15832,"North Dakota, Morton"
"North Dakota, Morton",2016,North Dakota,ND,Morton,Donald Trump,republican,11336.0,15832,"North Dakota, Morton"
"North Dakota, Mountrail",2016,North Dakota,ND,Mountrail,Hillary Clinton,democrat,1220.0,4106,"North Dakota, Mountrail"
"North Dakota, Mountrail",2016,North Dakota,ND,Mountrail,Donald Trump,republican,2582.0,4106,"North Dakota, Mountrail"
"North Dakota, Nelson",2016,North Dakota,ND,Nelson,Hillary Clinton,democrat,536.0,1717,"North Dakota, Nelson"
"North Dakota, Nelson",2016,North Dakota,ND,Nelson,Donald Trump,republican,1025.0,1717,"North Dakota, Nelson"
"North Dakota, Oliver",2016,North Dakota,ND,Oliver,Hillary Clinton,democrat,119.0,1017,"North Dakota, Oliver"
"North Dakota, Oliver",2016,North Dakota,ND,Oliver,Donald Trump,republican,830.0,1017,"North Dakota, Oliver"
"North Dakota, Pembina",2016,North Dakota,ND,Pembina,Hillary Clinton,democrat,681.0,3153,"North Dakota, Pembina"
"North Dakota, Pembina",2016,North Dakota,ND,Pembina,Donald Trump,republican,2208.0,3153,"North Dakota, Pembina"
"North Dakota, Pierce",2016,North Dakota,ND,Pierce,Hillary Clinton,democrat,431.0,2071,"North Dakota, Pierce"
"North Dakota, Pierce",2016,North Dakota,ND,Pierce,Donald Trump,republican,1437.0,2071,"North Dakota, Pierce"
"North Dakota, Ramsey",2016,North Dakota,ND,Ramsey,Hillary Clinton,democrat,1505.0,5305,"North Dakota, Ramsey"
"North Dakota, Ramsey",2016,North Dakota,ND,Ramsey,Donald Trump,republican,3217.0,5305,"North Dakota, Ramsey"
"North Dakota, Ransom",2016,North Dakota,ND,Ransom,Hillary Clinton,democrat,838.0,2359,"North Dakota, Ransom"
"North Dakota, Ransom",2016,North Dakota,ND,Ransom,Donald Trump,republican,1210.0,2359,"North Dakota, Ransom"
"North Dakota, Renville",2016,North Dakota,ND,Renville,Hillary Clinton,democrat,201.0,1293,"North Dakota, Renville"
"North Dakota, Renville",2016,North Dakota,ND,Renville,Donald Trump,republican,993.0,1293,"North Dakota, Renville"
"North Dakota, Richland",2016,North Dakota,ND,Richland,Hillary Clinton,democrat,2064.0,7592,"North Dakota, Richland"
"North Dakota, Richland",2016,North Dakota,ND,Richland,Donald Trump,republican,4767.0,7592,"North Dakota, Richland"
"North Dakota, Rolette",2016,North Dakota,ND,Rolette,Hillary Clinton,democrat,2099.0,3755,"North Dakota, Rolette"
"North Dakota, Rolette",2016,North Dakota,ND,Rolette,Donald Trump,republican,1217.0,3755,"North Dakota, Rolette"
"North Dakota, Sargent",2016,North Dakota,ND,Sargent,Hillary Clinton,democrat,694.0,1997,"North Dakota, Sargent"
"North Dakota, Sargent",2016,North Dakota,ND,Sargent,Donald Trump,republican,1088.0,1997,"North Dakota, Sargent"
"North Dakota, Sheridan",2016,North Dakota,ND,Sheridan,Hillary Clinton,democrat,95.0,787,"North Dakota, Sheridan"
"North Dakota, Sheridan",2016,North Dakota,ND,Sheridan,Donald Trump,republican,650.0,787,"North Dakota, Sheridan"
"North Dakota, Sioux",2016,North Dakota,ND,Sioux,Hillary Clinton,democrat,758.0,1232,"North Dakota, Sioux"
"North Dakota, Sioux",2016,North Dakota,ND,Sioux,Donald Trump,republican,260.0,1232,"North Dakota, Sioux"
"North Dakota, Slope",2016,North Dakota,ND,Slope,Hillary Clinton,democrat,43.0,430,"North Dakota, Slope"
"North Dakota, Slope",2016,North Dakota,ND,Slope,Donald Trump,republican,362.0,430,"North Dakota, Slope"
"North Dakota, Stark",2016,North Dakota,ND,Stark,Hillary Clinton,democrat,1753.0,12322,"North Dakota, Stark"
"North Dakota, Stark",2016,North Dakota,ND,Stark,Donald Trump,republican,9755.0,12322,"North Dakota, Stark"
"North Dakota, Steele",2016,North Dakota,ND,Steele,Hillary Clinton,democrat,361.0,999,"North Dakota, Steele"
"North Dakota, Steele",2016,North Dakota,ND,Steele,Donald Trump,republican,538.0,999,"North Dakota, Steele"
"North Dakota, Stutsman",2016,North Dakota,ND,Stutsman,Hillary Clinton,democrat,2498.0,10155,"North Dakota, Stutsman"
"North Dakota, Stutsman",2016,North Dakota,ND,Stutsman,Donald Trump,republican,6718.0,10155,"North Dakota, Stutsman"
"North Dakota, Towner",2016,North Dakota,ND,Towner,Hillary Clinton,democrat,305.0,1157,"North Dakota, Towner"
"North Dakota, Towner",2016,North Dakota,ND,Towner,Donald Trump,republican,733.0,1157,"North Dakota, Towner"
"North Dakota, Traill",2016,North Dakota,ND,Traill,Hillary Clinton,democrat,1241.0,3933,"North Dakota, Traill"
"North Dakota, Traill",2016,North Dakota,ND,Traill,Donald Trump,republican,2265.0,3933,"North Dakota, Traill"
"North Dakota, Walsh",2016,North Dakota,ND,Walsh,Hillary Clinton,democrat,1167.0,4636,"North Dakota, Walsh"
"North Dakota, Walsh",2016,North Dakota,ND,Walsh,Donald Trump,republican,2995.0,4636,"North Dakota, Walsh"
"North Dakota, Ward",2016,North Dakota,ND,Ward,Hillary Clinton,democrat,5806.0,27412,"North Dakota, Ward"
"North Dakota, Ward",2016,North Dakota,ND,Ward,Donald Trump,republican,18636.0,27412,"North Dakota, Ward"
"North Dakota, Wells",2016,North Dakota,ND,Wells,Hillary Clinton,democrat,419.0,2383,"North Dakota, Wells"
"North Dakota, Wells",2016,North Dakota,ND,Wells,Donald Trump,republican,1796.0,2383,"North Dakota, Wells"
"North Dakota, Williams",2016,North Dakota,ND,Williams,Hillary Clinton,democrat,1735.0,12807,"North Dakota, Williams"
"North Dakota, Williams",2016,North Dakota,ND,Williams,Donald Trump,republican,10069.0,12807,"North Dakota, Williams"
"Ohio, Adams",2016,Ohio,OH,Adams,Hillary Clinton,democrat,2326.0,11359,"Ohio, Adams"
"Ohio, Adams",2016,Ohio,OH,Adams,Donald Trump,republican,8659.0,11359,"Ohio, Adams"
"Ohio, Allen",2016,Ohio,OH,Allen,Hillary Clinton,democrat,13294.0,45894,"Ohio, Allen"
"Ohio, Allen",2016,Ohio,OH,Allen,Donald Trump,republican,30487.0,45894,"Ohio, Allen"
"Ohio, Ashland",2016,Ohio,OH,Ashland,Hillary Clinton,democrat,5740.0,24590,"Ohio, Ashland"
"Ohio, Ashland",2016,Ohio,OH,Ashland,Donald Trump,republican,17493.0,24590,"Ohio, Ashland"
"Ohio, Ashtabula",2016,Ohio,OH,Ashtabula,Hillary Clinton,democrat,15577.0,40867,"Ohio, Ashtabula"
"Ohio, Ashtabula",2016,Ohio,OH,Ashtabula,Donald Trump,republican,23318.0,40867,"Ohio, Ashtabula"
"Ohio, Athens",2016,Ohio,OH,Athens,Hillary Clinton,democrat,16370.0,29443,"Ohio, Athens"
"Ohio, Athens",2016,Ohio,OH,Athens,Donald Trump,republican,11354.0,29443,"Ohio, Athens"
"Ohio, Auglaize",2016,Ohio,OH,Auglaize,Hillary Clinton,democrat,3980.0,23627,"Ohio, Auglaize"
"Ohio, Auglaize",2016,Ohio,OH,Auglaize,Donald Trump,republican,18658.0,23627,"Ohio, Auglaize"
"Ohio, Belmont",2016,Ohio,OH,Belmont,Hillary Clinton,democrat,8785.0,31122,"Ohio, Belmont"
"Ohio, Belmont",2016,Ohio,OH,Belmont,Donald Trump,republican,21108.0,31122,"Ohio, Belmont"
"Ohio, Brown",2016,Ohio,OH,Brown,Hillary Clinton,democrat,4353.0,19607,"Ohio, Brown"
"Ohio, Brown",2016,Ohio,OH,Brown,Donald Trump,republican,14573.0,19607,"Ohio, Brown"
"Ohio, Butler",2016,Ohio,OH,Butler,Hillary Clinton,democrat,58642.0,173839,"Ohio, Butler"
"Ohio, Butler",2016,Ohio,OH,Butler,Donald Trump,republican,106976.0,173839,"Ohio, Butler"
"Ohio, Carroll",2016,Ohio,OH,Carroll,Hillary Clinton,democrat,3154.0,13074,"Ohio, Carroll"
"Ohio, Carroll",2016,Ohio,OH,Carroll,Donald Trump,republican,9254.0,13074,"Ohio, Carroll"
"Ohio, Champaign",2016,Ohio,OH,Champaign,Hillary Clinton,democrat,4594.0,18104,"Ohio, Champaign"
"Ohio, Champaign",2016,Ohio,OH,Champaign,Donald Trump,republican,12631.0,18104,"Ohio, Champaign"
"Ohio, Clark",2016,Ohio,OH,Clark,Hillary Clinton,democrat,23328.0,61429,"Ohio, Clark"
"Ohio, Clark",2016,Ohio,OH,Clark,Donald Trump,republican,35205.0,61429,"Ohio, Clark"
"Ohio, Clermont",2016,Ohio,OH,Clermont,Hillary Clinton,democrat,26715.0,99121,"Ohio, Clermont"
"Ohio, Clermont",2016,Ohio,OH,Clermont,Donald Trump,republican,67518.0,99121,"Ohio, Clermont"
"Ohio, Clinton",2016,Ohio,OH,Clinton,Hillary Clinton,democrat,4066.0,18675,"Ohio, Clinton"
"Ohio, Clinton",2016,Ohio,OH,Clinton,Donald Trump,republican,13838.0,18675,"Ohio, Clinton"
"Ohio, Columbiana",2016,Ohio,OH,Columbiana,Hillary Clinton,democrat,12432.0,46201,"Ohio, Columbiana"
"Ohio, Columbiana",2016,Ohio,OH,Columbiana,Donald Trump,republican,31676.0,46201,"Ohio, Columbiana"
"Ohio, Coshocton",2016,Ohio,OH,Coshocton,Hillary Clinton,democrat,4013.0,15552,"Ohio, Coshocton"
"Ohio, Coshocton",2016,Ohio,OH,Coshocton,Donald Trump,republican,10785.0,15552,"Ohio, Coshocton"
"Ohio, Crawford",2016,Ohio,OH,Crawford,Hillary Clinton,democrat,4625.0,19237,"Ohio, Crawford"
"Ohio, Crawford",2016,Ohio,OH,Crawford,Donald Trump,republican,13611.0,19237,"Ohio, Crawford"
"Ohio, Cuyahoga",2016,Ohio,OH,Cuyahoga,Hillary Clinton,democrat,398271.0,603822,"Ohio, Cuyahoga"
"Ohio, Cuyahoga",2016,Ohio,OH,Cuyahoga,Donald Trump,republican,184211.0,603822,"Ohio, Cuyahoga"
"Ohio, Darke",2016,Ohio,OH,Darke,Hillary Clinton,democrat,4470.0,25484,"Ohio, Darke"
"Ohio, Darke",2016,Ohio,OH,Darke,Donald Trump,republican,20012.0,25484,"Ohio, Darke"
"Ohio, Defiance",2016,Ohio,OH,Defiance,Hillary Clinton,democrat,5368.0,18192,"Ohio, Defiance"
"Ohio, Defiance",2016,Ohio,OH,Defiance,Donald Trump,republican,11688.0,18192,"Ohio, Defiance"
"Ohio, Delaware",2016,Ohio,OH,Delaware,Hillary Clinton,democrat,40872.0,103860,"Ohio, Delaware"
"Ohio, Delaware",2016,Ohio,OH,Delaware,Donald Trump,republican,57568.0,103860,"Ohio, Delaware"
"Ohio, Erie",2016,Ohio,OH,Erie,Hillary Clinton,democrat,16057.0,37578,"Ohio, Erie"
"Ohio, Erie",2016,Ohio,OH,Erie,Donald Trump,republican,19648.0,37578,"Ohio, Erie"
"Ohio, Fairfield",2016,Ohio,OH,Fairfield,Hillary Clinton,democrat,24881.0,72913,"Ohio, Fairfield"
"Ohio, Fairfield",2016,Ohio,OH,Fairfield,Donald Trump,republican,44314.0,72913,"Ohio, Fairfield"
"Ohio, Fayette",2016,Ohio,OH,Fayette,Hillary Clinton,democrat,2739.0,11162,"Ohio, Fayette"
"Ohio, Fayette",2016,Ohio,OH,Fayette,Donald Trump,republican,7995.0,11162,"Ohio, Fayette"
"Ohio, Franklin",2016,Ohio,OH,Franklin,Hillary Clinton,democrat,351198.0,581140,"Ohio, Franklin"
"Ohio, Franklin",2016,Ohio,OH,Franklin,Donald Trump,republican,199331.0,581140,"Ohio, Franklin"
"Ohio, Fulton",2016,Ohio,OH,Fulton,Hillary Clinton,democrat,6069.0,21225,"Ohio, Fulton"
"Ohio, Fulton",2016,Ohio,OH,Fulton,Donald Trump,republican,13709.0,21225,"Ohio, Fulton"
"Ohio, Gallia",2016,Ohio,OH,Gallia,Hillary Clinton,democrat,2628.0,12931,"Ohio, Gallia"
"Ohio, Gallia",2016,Ohio,OH,Gallia,Donald Trump,republican,9822.0,12931,"Ohio, Gallia"
"Ohio, Geauga",2016,Ohio,OH,Geauga,Hillary Clinton,democrat,17569.0,49941,"Ohio, Geauga"
"Ohio, Geauga",2016,Ohio,OH,Geauga,Donald Trump,republican,30227.0,49941,"Ohio, Geauga"
"Ohio, Greene",2016,Ohio,OH,Greene,Hillary Clinton,democrat,28943.0,81858,"Ohio, Greene"
"Ohio, Greene",2016,Ohio,OH,Greene,Donald Trump,republican,48540.0,81858,"Ohio, Greene"
"Ohio, Guernsey",2016,Ohio,OH,Guernsey,Hillary Clinton,democrat,4359.0,16557,"Ohio, Guernsey"
"Ohio, Guernsey",2016,Ohio,OH,Guernsey,Donald Trump,republican,11445.0,16557,"Ohio, Guernsey"
"Ohio, Hamilton",2016,Ohio,OH,Hamilton,Hillary Clinton,democrat,215719.0,409109,"Ohio, Hamilton"
"Ohio, Hamilton",2016,Ohio,OH,Hamilton,Donald Trump,republican,173665.0,409109,"Ohio, Hamilton"
"Ohio, Hancock",2016,Ohio,OH,Hancock,Hillary Clinton,democrat,9609.0,36023,"Ohio, Hancock"
"Ohio, Hancock",2016,Ohio,OH,Hancock,Donald Trump,republican,24183.0,36023,"Ohio, Hancock"
"Ohio, Hardin",2016,Ohio,OH,Hardin,Hillary Clinton,democrat,2920.0,12294,"Ohio, Hardin"
"Ohio, Hardin",2016,Ohio,OH,Hardin,Donald Trump,republican,8717.0,12294,"Ohio, Hardin"
"Ohio, Harrison",2016,Ohio,OH,Harrison,Hillary Clinton,democrat,1688.0,7079,"Ohio, Harrison"
"Ohio, Harrison",2016,Ohio,OH,Harrison,Donald Trump,republican,5098.0,7079,"Ohio, Harrison"
"Ohio, Henry",2016,Ohio,OH,Henry,Hillary Clinton,democrat,3756.0,13932,"Ohio, Henry"
"Ohio, Henry",2016,Ohio,OH,Henry,Donald Trump,republican,9301.0,13932,"Ohio, Henry"
"Ohio, Highland",2016,Ohio,OH,Highland,Hillary Clinton,democrat,3773.0,18501,"Ohio, Highland"
"Ohio, Highland",2016,Ohio,OH,Highland,Donald Trump,republican,14020.0,18501,"Ohio, Highland"
"Ohio, Hocking",2016,Ohio,OH,Hocking,Hillary Clinton,democrat,3775.0,12838,"Ohio, Hocking"
"Ohio, Hocking",2016,Ohio,OH,Hocking,Donald Trump,republican,8497.0,12838,"Ohio, Hocking"
"Ohio, Holmes",2016,Ohio,OH,Holmes,Hillary Clinton,democrat,1788.0,11054,"Ohio, Holmes"
"Ohio, Holmes",2016,Ohio,OH,Holmes,Donald Trump,republican,8720.0,11054,"Ohio, Holmes"
"Ohio, Huron",2016,Ohio,OH,Huron,Hillary Clinton,democrat,7192.0,24834,"Ohio, Huron"
"Ohio, Huron",2016,Ohio,OH,Huron,Donald Trump,republican,16226.0,24834,"Ohio, Huron"
"Ohio, Jackson",2016,Ohio,OH,Jackson,Hillary Clinton,democrat,3226.0,13693,"Ohio, Jackson"
"Ohio, Jackson",2016,Ohio,OH,Jackson,Donald Trump,republican,9949.0,13693,"Ohio, Jackson"
"Ohio, Jefferson",2016,Ohio,OH,Jefferson,Hillary Clinton,democrat,9675.0,32201,"Ohio, Jefferson"
"Ohio, Jefferson",2016,Ohio,OH,Jefferson,Donald Trump,republican,21117.0,32201,"Ohio, Jefferson"
"Ohio, Knox",2016,Ohio,OH,Knox,Hillary Clinton,democrat,8171.0,28687,"Ohio, Knox"
"Ohio, Knox",2016,Ohio,OH,Knox,Donald Trump,republican,19131.0,28687,"Ohio, Knox"
"Ohio, Lake",2016,Ohio,OH,Lake,Hillary Clinton,democrat,46397.0,116246,"Ohio, Lake"
"Ohio, Lake",2016,Ohio,OH,Lake,Donald Trump,republican,64255.0,116246,"Ohio, Lake"
"Ohio, Lawrence",2016,Ohio,OH,Lawrence,Hillary Clinton,democrat,6974.0,26607,"Ohio, Lawrence"
"Ohio, Lawrence",2016,Ohio,OH,Lawrence,Donald Trump,republican,18689.0,26607,"Ohio, Lawrence"
"Ohio, Licking",2016,Ohio,OH,Licking,Hillary Clinton,democrat,27376.0,82761,"Ohio, Licking"
"Ohio, Licking",2016,Ohio,OH,Licking,Donald Trump,republican,51241.0,82761,"Ohio, Licking"
"Ohio, Logan",2016,Ohio,OH,Logan,Hillary Clinton,democrat,4647.0,21571,"Ohio, Logan"
"Ohio, Logan",2016,Ohio,OH,Logan,Donald Trump,republican,15957.0,21571,"Ohio, Logan"
"Ohio, Lorain",2016,Ohio,OH,Lorain,Hillary Clinton,democrat,66949.0,140562,"Ohio, Lorain"
"Ohio, Lorain",2016,Ohio,OH,Lorain,Donald Trump,republican,66818.0,140562,"Ohio, Lorain"
"Ohio, Lucas",2016,Ohio,OH,Lucas,Hillary Clinton,democrat,110833.0,197556,"Ohio, Lucas"
"Ohio, Lucas",2016,Ohio,OH,Lucas,Donald Trump,republican,75698.0,197556,"Ohio, Lucas"
"Ohio, Madison",2016,Ohio,OH,Madison,Hillary Clinton,democrat,4779.0,17290,"Ohio, Madison"
"Ohio, Madison",2016,Ohio,OH,Madison,Donald Trump,republican,11631.0,17290,"Ohio, Madison"
"Ohio, Mahoning",2016,Ohio,OH,Mahoning,Hillary Clinton,democrat,57381.0,115072,"Ohio, Mahoning"
"Ohio, Mahoning",2016,Ohio,OH,Mahoning,Donald Trump,republican,53616.0,115072,"Ohio, Mahoning"
"Ohio, Marion",2016,Ohio,OH,Marion,Hillary Clinton,democrat,7928.0,26322,"Ohio, Marion"
